index,x,y,speed,distance,direction,jerseyNumber,role,playId,result
136215,59.83,48.24,8.52,0.87,284.96,14.0,0,2155,1
136295,74.41,21.89,0.41,0.14,108.5,62.0,0,2155,1
136375,57.24,4.23,8.15,0.83,259.47,33.0,0,2155,1
136455,74.38,25.09,1.24,0.15,20.39,65.0,0,2155,1
140024,34.55,33.31,2.11,0.28,203.47,94.0,3,2241,0
140086,37.51,24.16,1.54,0.22,267.28,57.0,3,2241,0
140148,24.5,26.88,4.71,0.53,42.92,32.0,3,2241,0
140210,26.14,37.81,3.59,0.45,23.98,53.0,3,2241,0
140272,31.61,33.23,1.05,0.12,295.73,95.0,3,2241,0
140334,25.42,11.68,0.77,0.09,301.95,26.0,3,2241,0
140396,33.57,26.41,2.46,0.28,281.8,98.0,3,2241,0
140458,22.1,40.18,1.25,0.1,206.84,21.0,3,2241,0
140520,16.23,8.9,1.68,0.22,270.86,23.0,3,2241,0
140582,23.24,44.24,4.47,0.49,322.97,47.0,3,2241,0
140644,13.87,36.51,0.74,0.13,13.09,43.0,3,2241,0
140706,35.81,30.65,0.95,0.12,272.8,8.0,0,2241,0
140768,25.16,37.55,0.68,0.06,170.4,82.0,0,2241,0
140830,32.67,32.73,1.2,0.21,335.25,61.0,0,2241,0
140892,38.24,25.79,0.6,0.08,39.61,71.0,0,2241,0
140954,35.13,32.72,1.22,0.16,183.64,74.0,0,2241,0
141016,25.61,27.8,2.28,0.23,27.37,19.0,0,2241,0
141078,35.06,26.74,1.83,0.19,276.01,75.0,0,2241,0
141140,23.73,7.12,4.14,0.44,212.86,14.0,0,2241,0
141202,30.87,7.56,0.69,0.07,155.59,11.0,0,2241,0
141264,23.89,45.14,6.38,0.67,316.78,33.0,0,2241,0
141326,33.99,27.41,0.9,0.13,288.83,65.0,0,2241,0
143282,19.99,22.64,2.2,0.27,257.4,94.0,3,2297,2
143341,9.47,14.61,3.46,0.35,147.22,32.0,3,2297,2
143400,14.72,27.02,2.38,0.19,204.66,53.0,3,2297,2
143459,27.43,28.62,2.48,0.28,114.36,95.0,3,2297,2
143518,19.44,17.83,4.45,0.49,197.21,26.0,3,2297,2
143577,27.43,33.41,1.24,0.21,55.04,98.0,3,2297,2
143636,27.46,23.46,0.62,0.04,154.46,93.0,3,2297,2
143695,18.31,45.54,2.29,0.26,302.0,21.0,3,2297,2
143754,17.81,8.19,1.36,0.23,262.22,23.0,3,2297,2
143813,19.02,35.74,2.64,0.27,227.75,47.0,3,2297,2
143872,9.15,40.92,2.11,0.29,268.02,43.0,3,2297,2
143931,30.45,28.19,0.69,0.07,161.79,8.0,0,2297,2
143990,21.35,44.02,5.45,0.63,348.32,82.0,0,2297,2
144049,27.71,32.4,0.99,0.2,52.98,61.0,0,2297,2
144108,18.61,24.84,2.41,0.3,291.81,17.0,0,2297,2
144167,28.24,24.68,0.48,0.08,109.47,71.0,0,2297,2
144226,28.13,33.0,1.06,0.16,67.38,74.0,0,2297,2
144285,19.64,10.98,3.5,0.48,319.14,19.0,0,2297,2
144344,18.48,39.6,3.87,0.44,215.73,14.0,0,2297,2
144403,27.49,27.25,1.46,0.17,70.3,62.0,0,2297,2
144462,23.68,16.13,6.83,0.69,191.53,33.0,0,2297,2
144521,27.66,29.22,1.33,0.15,104.83,65.0,0,2297,2
150396,27.37,21.16,2.31,0.26,166.65,60.0,3,2393,2
150478,32.66,14.11,4.1,0.48,151.18,22.0,3,2393,2
150560,25.14,10.35,6.0,0.64,184.02,9.0,3,2393,2
150642,67.22,24.21,8.85,0.92,125.93,19.0,3,2393,2
150724,22.6,21.13,2.98,0.3,148.44,65.0,3,2393,2
150806,26.85,15.86,4.14,0.47,171.2,67.0,3,2393,2
150888,31.27,39.89,3.76,0.41,34.39,89.0,3,2393,2
150970,59.83,44.24,6.35,0.63,53.39,16.0,3,2393,2
151052,28.08,17.53,3.96,0.37,151.74,75.0,3,2393,2
151134,41.91,8.37,5.76,0.63,191.95,13.0,3,2393,2
151216,27.08,22.05,2.49,0.25,154.72,71.0,3,2393,2
151298,29.97,23.19,4.49,0.47,143.37,97.0,0,2393,2
151380,29.34,17.11,4.9,0.55,145.88,96.0,0,2393,2
151462,53.44,41.48,6.65,0.66,62.28,23.0,0,2393,2
151544,28.36,13.79,5.65,0.59,166.78,92.0,0,2393,2
151626,39.6,41.05,1.36,0.15,224.5,34.0,0,2393,2
151708,58.44,12.36,4.82,0.53,156.65,22.0,0,2393,2
151790,67.04,27.41,8.78,0.91,124.22,29.0,0,2393,2
151872,33.24,14.55,6.19,0.63,151.07,55.0,0,2393,2
151954,32.79,19.81,5.88,0.61,142.68,54.0,0,2393,2
152036,42.56,8.6,5.2,0.57,191.54,26.0,0,2393,2
152118,25.98,11.74,7.24,0.79,177.9,99.0,0,2393,2
156228,86.37,28.45,2.12,0.3,104.74,94.0,3,2476,1
156286,83.8,19.2,1.12,0.17,53.4,57.0,3,2476,1
156344,61.43,15.85,2.53,0.33,274.07,32.0,3,2476,1
156402,71.65,30.2,3.5,0.33,357.57,53.0,3,2476,1
156460,74.82,40.32,1.39,0.25,309.26,26.0,3,2476,1
156518,82.29,24.72,2.04,0.22,11.72,98.0,3,2476,1
156576,76.42,28.97,5.28,0.53,336.64,93.0,3,2476,1
156634,73.73,46.91,2.73,0.3,268.37,21.0,3,2476,1
156692,72.86,9.27,4.1,0.44,271.82,23.0,3,2476,1
156750,74.53,18.71,1.89,0.21,262.4,47.0,3,2476,1
156808,61.25,39.45,3.17,0.43,320.67,43.0,3,2476,1
156866,86.36,24.69,0.35,0.05,8.25,8.0,0,2476,1
156924,76.46,15.54,4.42,0.57,250.65,82.0,0,2476,1
156982,83.83,26.14,1.46,0.14,75.48,61.0,0,2476,1
157040,84.91,19.91,0.87,0.12,84.71,71.0,0,2476,1
157098,86.19,27.49,2.14,0.31,108.77,74.0,0,2476,1
157156,76.15,32.63,3.03,0.26,317.31,19.0,0,2476,1
157214,72.65,11.25,5.91,0.65,281.22,14.0,0,2476,1
157272,82.6,21.09,1.78,0.27,114.61,62.0,0,2476,1
157330,73.67,42.61,6.97,0.73,307.53,11.0,0,2476,1
157388,81.64,45.19,0.45,0.01,268.32,33.0,0,2476,1
157446,83.32,23.94,1.33,0.2,62.28,65.0,0,2476,1
157572,75.75,30.16,2.09,0.26,302.27,94.0,3,2504,1
157653,83.73,28.72,3.09,0.35,77.84,57.0,3,2504,1
157734,85.04,25.67,0.95,0.13,133.33,32.0,3,2504,1
157815,82.76,30.29,4.39,0.52,66.74,53.0,3,2504,1
157896,60.88,36.77,5.89,0.58,332.0,26.0,3,2504,1
157977,80.93,31.93,1.91,0.25,115.05,98.0,3,2504,1
158058,59.35,31.03,5.93,0.63,292.59,48.0,3,2504,1
158139,60.63,15.88,3.41,0.33,302.37,21.0,3,2504,1
158220,58.57,37.25,7.22,0.76,271.53,23.0,3,2504,1
158301,68.68,43.62,4.94,0.49,314.84,47.0,3,2504,1
158382,86.27,30.24,4.27,0.51,112.99,43.0,3,2504,1
158463,83.19,29.62,0.74,0.07,135.59,8.0,0,2504,1
158544,69.83,44.22,4.82,0.53,330.57,82.0,0,2504,1
158625,77.54,29.96,0.22,0.07,211.8,61.0,0,2504,1
158706,83.93,27.34,1.26,0.18,112.58,71.0,0,2504,1
158787,84.91,30.41,3.17,0.39,121.84,74.0,0,2504,1
158868,62.87,40.19,7.18,0.74,321.89,19.0,0,2504,1
158949,58.16,36.68,8.28,0.87,273.06,14.0,0,2504,1
159030,82.9,28.42,2.78,0.24,80.63,62.0,0,2504,1
159111,61.12,15.02,4.13,0.42,308.15,11.0,0,2504,1
159192,83.46,29.33,3.22,0.35,69.37,33.0,0,2504,1
159273,79.82,32.28,1.53,0.17,24.02,65.0,0,2504,1
162762,64.93,23.65,2.45,0.18,165.4,94.0,3,2579,1
162843,66.13,20.85,3.51,0.43,102.28,57.0,3,2579,1
162924,50.9,32.47,1.03,0.06,19.17,32.0,3,2579,1
163005,55.31,29.33,2.47,0.28,20.82,53.0,3,2579,1
163086,64.87,22.37,0.52,0.02,17.6,44.0,3,2579,1
163167,55.73,40.14,2.49,0.37,311.52,26.0,3,2579,1
163248,62.94,25.68,2.02,0.22,11.27,98.0,3,2579,1
163329,46.84,45.23,2.89,0.36,264.49,21.0,3,2579,1
163410,52.65,15.38,3.06,0.3,322.08,23.0,3,2579,1
163491,55.79,20.15,2.05,0.23,322.95,47.0,3,2579,1
163572,43.41,27.03,3.7,0.38,334.23,43.0,3,2579,1
163653,68.95,24.2,0.71,0.08,49.76,8.0,0,2579,1
163734,53.97,33.15,3.46,0.4,269.19,82.0,0,2579,1
163815,64.16,23.62,1.41,0.17,169.68,61.0,0,2579,1
163896,56.95,39.04,2.74,0.26,293.34,17.0,0,2579,1
163977,66.88,21.94,2.31,0.29,81.77,71.0,0,2579,1
164058,66.52,24.4,1.75,0.24,129.46,74.0,0,2579,1
164139,59.75,24.92,7.11,0.73,357.56,19.0,0,2579,1
164220,60.67,31.59,4.3,0.51,297.63,21.0,0,2579,1
164301,54.29,45.29,5.63,0.62,270.32,14.0,0,2579,1
164382,65.54,23.01,1.24,0.12,103.67,62.0,0,2579,1
164463,65.75,23.73,0.78,0.09,85.44,65.0,0,2579,1
166762,17.3,22.05,1.08,0.16,246.46,60.0,3,2626,1
166828,20.24,24.46,2.85,0.34,81.6,22.0,3,2626,1
166894,15.26,23.47,0.23,0.02,291.2,9.0,3,2626,1
166960,16.67,18.39,0.92,0.18,245.7,65.0,3,2626,1
167026,17.01,21.42,1.09,0.08,244.12,67.0,3,2626,1
167092,26.45,38.4,5.75,0.61,144.0,16.0,3,2626,1
167158,15.89,25.53,0.78,0.12,205.16,75.0,3,2626,1
167224,27.31,12.97,6.31,0.62,42.2,13.0,3,2626,1
167290,18.09,43.11,1.38,0.1,133.01,11.0,3,2626,1
167356,14.32,27.05,2.36,0.32,250.84,71.0,3,2626,1
167422,18.19,7.22,0.79,0.04,88.76,41.0,3,2626,1
167488,14.04,27.91,3.18,0.38,253.0,97.0,0,2626,1
167554,32.05,42.07,5.13,0.54,121.04,23.0,0,2626,1
167620,16.59,25.88,1.26,0.11,181.05,92.0,0,2626,1
167686,32.94,34.91,1.45,0.14,131.79,34.0,0,2626,1
167752,37.51,15.27,3.03,0.32,342.24,22.0,0,2626,1
167818,23.41,11.76,1.21,0.14,132.85,55.0,0,2626,1
167884,17.89,21.38,0.84,0.19,289.86,93.0,0,2626,1
167950,24.2,24.38,1.96,0.19,100.08,54.0,0,2626,1
168016,29.93,8.03,3.8,0.37,37.93,26.0,0,2626,1
168082,17.29,17.4,1.55,0.21,209.64,99.0,0,2626,1
168148,24.73,33.65,2.05,0.16,141.83,20.0,0,2626,1
169552,34.14,23.01,1.23,0.12,318.96,60.0,3,2671,1
169628,33.62,28.5,0.88,0.15,236.2,84.0,3,2671,1
169704,39.16,26.25,2.81,0.29,80.56,22.0,3,2671,1
169780,31.45,24.9,1.05,0.1,325.98,9.0,3,2671,1
169856,47.51,46.7,3.01,0.29,49.15,19.0,3,2671,1
169932,31.61,20.75,2.06,0.19,340.19,65.0,3,2671,1
170008,33.35,21.36,2.09,0.25,258.39,67.0,3,2671,1
170084,43.87,32.71,5.41,0.58,90.97,89.0,3,2671,1
170160,34.38,25.23,1.21,0.23,289.04,75.0,3,2671,1
170236,50.47,3.56,5.75,0.63,102.74,13.0,3,2671,1
170312,33.71,27.05,0.64,0.15,211.34,71.0,3,2671,1
170388,34.55,27.99,1.07,0.15,222.41,97.0,0,2671,1
170464,52.48,45.46,4.16,0.51,76.86,23.0,0,2671,1
170540,35.21,25.71,1.9,0.24,358.37,92.0,0,2671,1
170616,49.64,32.06,2.75,0.22,22.09,34.0,0,2671,1
170692,55.71,18.33,2.74,0.25,52.01,22.0,0,2671,1
170768,42.52,22.28,3.41,0.35,16.86,55.0,0,2671,1
170844,34.88,23.15,1.34,0.16,350.55,93.0,0,2671,1
170920,44.26,29.34,4.4,0.44,20.82,54.0,0,2671,1
170996,50.81,4.49,5.96,0.72,111.65,26.0,0,2671,1
171072,32.09,20.88,3.13,0.38,343.75,99.0,0,2671,1
171148,43.06,35.1,3.67,0.35,56.83,20.0,0,2671,1
171313,46.07,36.75,0.78,0.08,204.93,60.0,3,2695,1
171411,45.4,26.6,1.61,0.17,222.38,84.0,3,2695,1
171509,47.6,47.42,3.9,0.42,47.97,22.0,3,2695,1
171607,42.15,27.79,1.03,0.14,108.84,9.0,3,2695,1
171705,49.09,34.65,1.82,0.22,162.96,65.0,3,2695,1
171803,43.5,34.22,1.71,0.17,176.31,67.0,3,2695,1
171901,51.06,44.91,2.54,0.27,75.11,89.0,3,2695,1
171999,47.21,40.84,0.16,0.03,274.43,75.0,3,2695,1
172097,62.41,18.26,7.92,0.82,156.5,13.0,3,2695,1
172195,70.43,7.85,8.0,0.81,92.47,11.0,3,2695,1
172293,49.24,41.54,2.06,0.2,111.3,71.0,3,2695,1
172391,50.31,44.03,1.5,0.19,88.77,97.0,0,2695,1
172489,47.29,34.36,3.41,0.37,152.37,98.0,0,2695,1
172587,57.8,40.84,2.37,0.24,59.48,23.0,0,2695,1
172685,67.59,20.36,7.46,0.79,133.29,34.0,0,2695,1
172783,59.35,17.23,6.05,0.61,137.16,22.0,0,2695,1
172881,60.91,26.11,6.69,0.7,141.61,29.0,0,2695,1
172979,57.67,22.55,5.58,0.59,160.03,55.0,0,2695,1
173077,51.6,37.77,3.19,0.34,162.5,93.0,0,2695,1
173175,53.44,41.11,2.49,0.28,127.93,54.0,0,2695,1
173273,69.25,7.4,7.37,0.76,102.22,26.0,0,2695,1
173371,46.52,26.58,1.15,0.12,223.76,99.0,0,2695,1
174976,101.05,28.03,1.1,0.11,290.82,60.0,3,2753,2
175038,97.58,25.72,0.5,0.02,226.23,9.0,3,2753,2
175100,112.39,48.0,6.41,0.68,59.69,19.0,3,2753,2
175162,108.22,37.55,4.01,0.49,11.6,82.0,3,2753,2
175224,98.39,23.53,1.14,0.18,330.28,65.0,3,2753,2
175286,100.3,26.0,2.26,0.31,278.96,67.0,3,2753,2
175348,110.36,16.39,1.98,0.21,77.84,16.0,3,2753,2
175410,100.67,28.8,1.22,0.16,257.5,75.0,3,2753,2
175472,110.89,6.67,4.66,0.54,145.78,13.0,3,2753,2
175534,98.46,28.36,2.23,0.28,234.81,71.0,3,2753,2
175596,106.31,23.63,3.88,0.42,86.99,41.0,3,2753,2
175658,99.14,28.23,2.64,0.25,224.51,97.0,0,2753,2
175720,100.08,26.79,2.84,0.33,271.28,98.0,0,2753,2
175782,111.51,7.33,2.78,0.38,158.65,23.0,0,2753,2
175844,113.72,22.29,4.26,0.51,187.71,34.0,0,2753,2
175906,109.41,37.51,3.27,0.38,6.68,22.0,0,2753,2
175968,112.68,46.78,5.01,0.55,50.18,29.0,0,2753,2
176030,108.76,28.84,2.09,0.24,174.69,55.0,0,2753,2
176092,101.1,29.15,1.18,0.15,260.58,93.0,0,2753,2
176154,107.62,21.35,3.59,0.41,155.53,54.0,0,2753,2
176216,98.84,22.75,1.11,0.18,331.23,99.0,0,2753,2
176278,110.71,15.82,1.02,0.1,39.88,20.0,0,2753,2
176408,100.11,24.18,0.2,0.05,237.91,60.0,3,2775,2
176469,96.13,25.62,0.56,0.06,194.58,9.0,3,2775,2
176530,110.64,37.64,2.43,0.26,139.99,19.0,3,2775,2
176591,96.64,25.06,2.1,0.32,334.74,65.0,3,2775,2
176652,97.3,23.55,2.5,0.34,261.83,67.0,3,2775,2
176713,113.35,36.76,6.44,0.69,48.7,89.0,3,2775,2
176774,106.7,20.74,6.33,0.67,176.18,16.0,3,2775,2
176835,97.68,26.49,1.05,0.14,276.48,75.0,3,2775,2
176896,113.85,16.39,6.13,0.65,35.97,13.0,3,2775,2
176957,96.35,26.73,2.15,0.21,216.43,71.0,3,2775,2
177018,103.78,7.65,5.6,0.61,141.03,41.0,3,2775,2
177079,95.65,26.71,3.14,0.31,209.38,97.0,0,2775,2
177140,97.67,26.97,1.5,0.13,286.64,96.0,0,2775,2
177201,111.09,14.71,4.92,0.53,16.27,23.0,0,2775,2
177262,100.65,23.65,0.35,0.03,243.12,92.0,0,2775,2
177323,114.09,27.55,1.79,0.19,1.22,34.0,0,2775,2
177384,108.82,9.43,3.49,0.41,164.41,22.0,0,2775,2
177445,113.03,38.42,2.54,0.28,142.58,29.0,0,2775,2
177506,108.19,19.75,0.63,0.07,207.46,55.0,0,2775,2
177567,107.31,23.85,2.87,0.36,149.04,54.0,0,2775,2
177628,96.31,24.05,3.19,0.36,306.38,99.0,0,2775,2
177689,111.43,37.74,3.66,0.4,66.46,20.0,0,2775,2
181631,100.72,36.21,4.95,0.54,359.37,94.0,3,2838,2
181692,108.76,34.19,6.11,0.67,44.03,52.0,3,2838,2
181753,104.66,25.97,4.82,0.43,19.45,57.0,3,2838,2
181814,80.52,40.39,4.31,0.5,0.02,32.0,3,2838,2
181875,89.82,26.76,4.92,0.53,329.1,53.0,3,2838,2
181936,98.93,22.14,1.18,0.07,276.23,95.0,3,2838,2
181997,93.82,24.83,4.49,0.48,309.97,26.0,3,2838,2
182058,102.85,28.46,2.46,0.3,31.19,93.0,3,2838,2
182119,96.97,40.9,5.55,0.59,1.86,21.0,3,2838,2
182180,91.56,13.59,2.51,0.28,297.57,23.0,3,2838,2
182241,78.93,23.45,5.82,0.65,339.83,43.0,3,2838,2
182302,109.88,34.71,6.46,0.67,34.93,8.0,0,2838,2
182363,98.58,31.79,1.98,0.23,314.68,82.0,0,2838,2
182424,99.36,22.95,0.38,0.07,92.37,61.0,0,2838,2
182485,100.08,19.7,0.73,0.09,173.75,71.0,0,2838,2
182546,102.06,27.9,1.74,0.23,105.71,74.0,0,2838,2
182607,87.51,38.76,4.6,0.67,318.68,19.0,0,2838,2
182668,101.06,40.96,7.61,0.81,354.77,14.0,0,2838,2
182729,103.05,22.72,1.66,0.2,51.64,62.0,0,2838,2
182790,90.29,24.09,7.41,0.78,339.24,11.0,0,2838,2
182851,103.66,19.92,1.94,0.16,175.14,33.0,0,2838,2
182912,99.41,19.69,3.94,0.39,196.65,65.0,0,2838,2
184668,105.46,25.47,2.09,0.32,61.97,94.0,3,2881,1
184754,97.5,17.0,1.58,0.21,201.16,52.0,3,2881,1
184840,107.28,24.41,3.79,0.56,32.42,57.0,3,2881,1
184926,72.68,19.37,4.94,0.48,304.4,32.0,3,2881,1
185012,86.97,35.38,5.86,0.59,336.86,53.0,3,2881,1
185098,103.91,18.39,1.75,0.19,244.15,44.0,3,2881,1
185184,91.6,43.41,6.86,0.72,340.67,26.0,3,2881,1
185270,106.68,27.63,4.64,0.55,106.31,98.0,3,2881,1
185356,86.99,16.83,6.31,0.69,324.44,21.0,3,2881,1
185442,80.91,35.3,5.62,0.65,292.14,23.0,3,2881,1
185528,78.42,31.2,5.93,0.61,303.64,43.0,3,2881,1
185614,107.47,26.64,0.65,0.07,352.77,8.0,0,2881,1
185700,92.69,44.22,6.56,0.69,345.97,82.0,0,2881,1
185786,104.42,25.01,1.69,0.2,38.68,61.0,0,2881,1
185872,106.16,19.52,1.35,0.17,170.34,71.0,0,2881,1
185958,106.53,27.08,2.79,0.3,66.84,74.0,0,2881,1
186044,84.66,38.64,7.79,0.8,321.24,19.0,0,2881,1
186130,81.31,33.6,6.1,0.66,258.79,14.0,0,2881,1
186216,106.38,22.88,2.44,0.27,44.23,62.0,0,2881,1
186302,84.61,17.21,5.15,0.57,310.87,11.0,0,2881,1
186388,103.6,17.03,2.49,0.3,224.93,33.0,0,2881,1
186474,103.28,26.62,1.79,0.24,31.21,65.0,0,2881,1
194370,87.68,30.01,4.13,0.5,9.06,94.0,3,3061,1
194440,100.58,35.71,3.58,0.38,0.85,52.0,3,3061,1
194510,91.17,33.01,1.33,0.21,139.36,57.0,3,3061,1
194580,112.19,38.76,4.06,0.39,358.55,32.0,3,3061,1
194650,105.81,22.72,3.07,0.37,46.36,53.0,3,3061,1
194720,85.42,28.43,3.82,0.48,184.46,44.0,3,3061,1
194790,102.83,15.77,0.25,0.06,115.66,26.0,3,3061,1
194860,90.33,28.72,0.95,0.1,17.01,98.0,3,3061,1
194930,104.73,7.52,3.76,0.41,121.5,21.0,3,3061,1
195000,102.15,40.7,3.85,0.41,67.4,23.0,3,3061,1
195070,112.58,12.52,3.4,0.44,156.5,43.0,3,3061,1
195140,87.57,31.19,2.3,0.24,8.63,8.0,0,3061,1
195210,106.96,40.18,6.07,0.63,38.55,82.0,0,3061,1
195280,87.58,28.63,2.16,0.24,290.55,61.0,0,3061,1
195350,85.49,30.86,2.22,0.25,236.79,71.0,0,3061,1
195420,86.95,28.46,3.11,0.39,314.27,74.0,0,3061,1
195490,98.91,10.13,3.8,0.42,161.09,19.0,0,3061,1
195560,99.22,38.19,2.71,0.21,76.82,21.0,0,3061,1
195630,107.7,11.81,5.8,0.65,125.11,14.0,0,3061,1
195700,90.58,32.5,1.56,0.22,132.47,62.0,0,3061,1
195770,99.02,15.98,0.43,0.04,338.32,11.0,0,3061,1
195840,89.61,28.57,0.44,0.08,316.78,65.0,0,3061,1
198906,92.93,24.59,1.85,0.22,47.99,60.0,3,3112,1
198993,93.79,23.31,0.44,0.06,165.32,9.0,3,3112,1
199080,67.03,38.83,7.7,0.82,254.33,19.0,3,3112,1
199167,82.42,18.18,6.52,0.7,182.4,82.0,3,3112,1
199254,93.01,26.87,0.87,0.08,88.93,65.0,3,3112,1
199341,87.95,25.04,2.15,0.2,203.89,67.0,3,3112,1
199428,80.32,47.87,0.17,0.0,288.03,16.0,3,3112,1
199515,93.85,21.38,0.16,0.05,190.54,75.0,3,3112,1
199602,66.95,17.52,7.02,0.76,252.24,13.0,3,3112,1
199689,91.37,23.17,2.16,0.26,15.68,71.0,3,3112,1
199776,74.18,6.16,7.72,0.85,246.86,41.0,3,3112,1
199863,91.86,24.3,1.89,0.23,52.93,97.0,0,3112,1
199950,91.62,23.91,2.34,0.17,27.42,98.0,0,3112,1
200037,93.7,26.64,1.27,0.15,141.37,96.0,0,3112,1
200124,68.81,39.86,6.61,0.72,257.33,23.0,0,3112,1
200211,86.76,24.63,2.91,0.26,203.1,92.0,0,3112,1
200298,59.62,38.42,3.68,0.39,236.77,34.0,0,3112,1
200385,62.59,19.15,4.42,0.48,243.21,22.0,0,3112,1
200472,69.52,18.31,5.39,0.55,265.69,29.0,0,3112,1
200559,75.09,7.53,6.99,0.76,238.12,55.0,0,3112,1
200646,80.19,20.11,6.61,0.69,180.23,54.0,0,3112,1
200733,79.43,47.28,0.65,0.03,206.28,26.0,0,3112,1
200894,83.84,25.42,1.21,0.19,69.82,60.0,3,3136,1
200960,87.11,25.2,0.95,0.08,41.34,9.0,3,3136,1
201026,72.16,39.63,7.78,0.81,291.74,19.0,3,3136,1
201092,76.54,32.34,3.45,0.37,341.58,82.0,3,3136,1
201158,83.95,29.1,2.11,0.26,77.14,65.0,3,3136,1
201224,83.65,27.17,1.41,0.14,40.7,67.0,3,3136,1
201290,76.09,47.02,2.08,0.21,302.26,16.0,3,3136,1
201356,84.72,23.67,1.97,0.24,36.1,75.0,3,3136,1
201422,72.85,6.71,5.76,0.63,259.55,13.0,3,3136,1
201488,86.34,22.11,2.29,0.3,56.53,71.0,3,3136,1
201554,76.65,12.31,4.01,0.48,223.51,41.0,3,3136,1
201620,86.17,21.18,2.7,0.31,46.67,97.0,0,3136,1
201686,82.96,26.01,0.76,0.16,86.97,98.0,0,3136,1
201752,83.35,30.0,2.68,0.35,65.98,96.0,0,3136,1
201818,68.99,39.91,4.14,0.49,294.76,23.0,0,3136,1
201884,84.04,23.76,2.28,0.29,15.95,92.0,0,3136,1
201950,66.81,30.01,2.65,0.24,335.33,34.0,0,3136,1
202016,71.45,12.49,1.82,0.19,285.69,22.0,0,3136,1
202082,74.95,18.72,1.45,0.12,326.09,55.0,0,3136,1
202148,76.28,31.4,3.77,0.4,354.36,54.0,0,3136,1
202214,72.92,46.16,1.44,0.13,29.33,26.0,0,3136,1
202280,69.72,7.61,3.23,0.36,250.23,20.0,0,3136,1
202410,79.62,31.04,1.06,0.14,109.14,60.0,3,3160,1
202463,82.03,29.12,1.26,0.05,111.6,9.0,3,3160,1
202516,72.25,17.13,3.76,0.43,309.19,19.0,3,3160,1
202569,72.62,25.24,3.67,0.37,275.23,82.0,3,3160,1
202622,82.03,33.96,2.5,0.33,102.2,65.0,3,3160,1
202675,79.93,31.66,1.76,0.13,64.02,67.0,3,3160,1
202728,71.69,8.99,3.6,0.39,300.56,16.0,3,3160,1
202781,80.44,29.14,2.43,0.28,67.91,75.0,3,3160,1
202834,73.21,44.77,4.47,0.49,209.88,13.0,3,3160,1
202887,80.86,26.09,1.69,0.22,92.25,71.0,3,3160,1
202940,74.85,42.12,4.45,0.48,336.63,41.0,3,3160,1
202993,80.62,25.0,2.91,0.36,96.87,97.0,0,3160,1
203046,78.76,31.31,1.28,0.05,144.15,98.0,0,3160,1
203099,82.34,35.03,3.01,0.4,96.87,96.0,0,3160,1
203152,68.26,15.79,2.52,0.24,2.22,23.0,0,3160,1
203205,79.91,28.64,2.77,0.32,74.0,92.0,0,3160,1
203258,63.56,25.63,0.78,0.05,124.3,34.0,0,3160,1
203311,70.31,41.76,0.78,0.07,249.19,22.0,0,3160,1
