index,x,y,speed,distance,direction,jerseyNumber,team,playId,result
77973,93.96,21.7,3.5,0.4,58.09,74.0,home,1137,2
78038,79.24,34.94,4.67,0.49,281.29,82.0,home,1137,2
78103,76.8,26.65,6.16,0.64,236.64,88.0,home,1137,2
78168,84.06,36.64,6.16,0.66,194.38,11.0,home,1137,2
78233,87.92,14.17,6.07,0.64,226.51,28.0,home,1137,2
78298,91.64,21.4,1.86,0.2,95.01,75.0,home,1137,2
78363,92.61,26.95,1.57,0.23,118.33,77.0,home,1137,2
79890,82.68,29.16,0.97,0.08,125.69,98.0,away,1218,1
79964,85.08,19.72,3.63,0.39,73.51,94.0,away,1218,1
80038,73.06,34.51,1.94,0.23,260.49,26.0,away,1218,1
80112,70.02,35.82,2.68,0.27,290.79,22.0,away,1218,1
80186,80.63,22.1,1.2,0.18,22.73,90.0,away,1218,1
80260,78.45,20.47,4.94,0.56,150.26,52.0,away,1218,1
80334,72.38,17.26,2.09,0.26,215.82,23.0,away,1218,1
80408,62.81,13.54,2.56,0.36,264.18,38.0,away,1218,1
80482,81.93,26.23,0.99,0.13,100.66,99.0,away,1218,1
80556,63.57,31.82,2.86,0.31,299.33,31.0,away,1218,1
80630,73.44,5.66,2.99,0.34,245.12,32.0,away,1218,1
80704,74.06,14.59,3.0,0.39,228.14,15.0,home,1218,1
80778,85.55,23.87,0.95,0.09,89.81,2.0,home,1218,1
80852,82.38,26.26,1.53,0.16,94.93,63.0,home,1218,1
80926,82.17,24.77,1.23,0.16,57.0,67.0,home,1218,1
81000,84.81,20.79,2.95,0.39,75.14,74.0,home,1218,1
81074,73.8,6.26,3.7,0.39,235.72,11.0,home,1218,1
81148,83.31,19.41,4.83,0.47,176.74,28.0,home,1218,1
81222,81.59,21.82,1.3,0.1,59.52,75.0,home,1218,1
81296,83.43,28.36,1.1,0.15,88.05,77.0,home,1218,1
81370,75.27,31.81,4.19,0.42,239.59,81.0,home,1218,1
81444,71.77,33.4,5.05,0.56,292.74,85.0,home,1218,1
82929,66.54,29.07,2.86,0.39,83.2,98.0,away,1267,1
82992,56.35,18.0,4.24,0.5,169.52,26.0,away,1267,1
83055,49.83,40.62,3.47,0.35,154.3,22.0,away,1267,1
83118,55.84,27.83,3.33,0.32,331.12,52.0,away,1267,1
83181,52.49,35.7,3.24,0.39,320.13,23.0,away,1267,1
83244,41.63,28.11,3.43,0.4,333.12,38.0,away,1267,1
83307,63.11,23.08,3.65,0.38,35.13,99.0,away,1267,1
83370,53.42,16.28,4.11,0.48,265.24,31.0,away,1267,1
83433,53.13,14.32,0.87,0.11,51.03,32.0,away,1267,1
83496,64.19,19.19,2.69,0.31,31.78,96.0,away,1267,1
83559,61.55,23.99,1.49,0.11,14.63,92.0,away,1267,1
83622,53.29,35.94,5.32,0.52,312.34,15.0,home,1267,1
83685,65.91,23.96,1.39,0.11,70.02,2.0,home,1267,1
83748,62.67,24.68,1.18,0.14,78.48,63.0,home,1267,1
83811,62.36,23.79,0.9,0.05,18.64,67.0,home,1267,1
83874,54.0,42.24,4.8,0.49,202.81,19.0,home,1267,1
83937,64.87,19.31,1.66,0.19,29.78,74.0,home,1267,1
84000,66.98,15.62,5.37,0.61,187.26,28.0,home,1267,1
84063,63.42,22.13,2.61,0.28,34.39,75.0,home,1267,1
84126,65.99,27.87,2.48,0.34,88.52,77.0,home,1267,1
84189,56.72,15.9,2.19,0.28,272.34,81.0,home,1267,1
84252,52.86,15.78,4.89,0.56,268.79,85.0,home,1267,1
84409,61.12,24.6,4.26,0.57,183.28,98.0,away,1291,2
84503,47.84,25.35,3.84,0.41,181.37,26.0,away,1291,2
84597,51.92,12.0,6.62,0.73,174.8,22.0,away,1291,2
84691,58.1,23.33,4.89,0.55,178.1,90.0,away,1291,2
84785,33.99,7.04,4.16,0.47,231.34,52.0,away,1291,2
84879,44.28,23.01,2.74,0.37,191.63,23.0,away,1291,2
84973,36.31,27.09,2.92,0.36,167.63,38.0,away,1291,2
85067,53.35,25.83,3.61,0.42,199.36,99.0,away,1291,2
85161,49.1,45.88,2.54,0.33,221.36,31.0,away,1291,2
85255,45.53,40.79,0.83,0.08,3.88,32.0,away,1291,2
85349,62.07,25.35,5.72,0.62,197.11,96.0,away,1291,2
85443,52.63,11.28,5.89,0.63,178.77,15.0,home,1291,2
85537,61.19,23.44,4.77,0.48,192.55,2.0,home,1291,2
85631,58.78,26.65,1.46,0.1,204.34,63.0,home,1291,2
85725,55.34,26.88,1.27,0.14,269.35,67.0,home,1291,2
85819,46.48,40.8,1.19,0.11,22.11,19.0,home,1291,2
85913,64.19,28.55,2.71,0.31,224.93,74.0,home,1291,2
86007,32.82,5.36,5.41,0.56,257.24,28.0,home,1291,2
86101,57.43,25.5,0.87,0.12,157.21,75.0,home,1291,2
86195,57.33,30.2,1.27,0.17,172.19,77.0,home,1291,2
86289,45.16,22.63,3.41,0.36,181.81,81.0,home,1291,2
86383,50.44,44.28,2.69,0.31,212.26,85.0,home,1291,2
90430,30.46,31.86,3.09,0.32,192.75,98.0,away,1422,2
90491,39.73,28.43,4.69,0.55,22.72,94.0,away,1422,2
90552,23.5,20.31,2.16,0.2,305.24,26.0,away,1422,2
90613,27.56,19.3,6.99,0.75,352.95,22.0,away,1422,2
90674,36.0,25.78,2.64,0.33,124.62,90.0,away,1422,2
90735,29.05,40.21,4.06,0.45,344.96,52.0,away,1422,2
90796,25.09,13.3,1.81,0.27,212.88,23.0,away,1422,2
90857,24.23,19.15,3.76,0.36,2.7,38.0,away,1422,2
90918,31.11,32.06,0.5,0.03,285.48,99.0,away,1422,2
90979,27.01,43.76,4.29,0.46,16.23,31.0,away,1422,2
91040,16.55,44.95,5.48,0.53,299.66,32.0,away,1422,2
91101,28.23,19.53,6.64,0.71,349.05,15.0,home,1422,2
91162,37.52,29.05,0.29,0.08,234.9,2.0,home,1422,2
91223,32.89,31.34,0.61,0.08,122.57,63.0,home,1422,2
91284,35.38,27.34,1.85,0.24,122.76,67.0,home,1422,2
91345,17.44,46.05,7.63,0.8,290.23,19.0,home,1422,2
91406,39.0,27.86,3.88,0.46,43.89,74.0,home,1422,2
91467,35.27,43.63,4.41,0.49,349.38,28.0,home,1422,2
91528,36.66,26.89,1.97,0.25,103.46,75.0,home,1422,2
91589,32.78,32.85,0.68,0.05,178.75,77.0,home,1422,2
91650,26.31,12.96,1.36,0.15,249.72,81.0,home,1422,2
91711,24.24,20.79,3.68,0.37,307.83,85.0,home,1422,2
96959,28.91,30.09,1.71,0.25,268.81,76.0,away,1506,1
97028,27.29,31.87,2.88,0.3,250.69,77.0,away,1506,1
97097,29.57,29.42,1.59,0.21,292.02,65.0,away,1506,1
97166,44.06,40.09,8.04,0.82,100.08,17.0,away,1506,1
97235,42.88,18.24,6.77,0.74,92.45,12.0,away,1506,1
97304,29.43,27.92,1.98,0.24,256.91,68.0,away,1506,1
97373,27.46,26.49,2.42,0.25,308.6,79.0,away,1506,1
97442,29.19,41.41,5.79,0.6,7.99,30.0,away,1506,1
97511,25.43,29.72,2.03,0.2,265.95,16.0,away,1506,1
97580,39.16,43.11,7.57,0.8,55.66,89.0,away,1506,1
97649,36.1,27.87,6.21,0.71,16.84,18.0,away,1506,1
97718,41.37,27.59,2.93,0.32,43.67,53.0,home,1506,1
97787,28.02,25.88,2.87,0.3,318.16,95.0,home,1506,1
97856,41.18,34.76,4.24,0.41,10.76,54.0,home,1506,1
97925,46.9,43.01,3.77,0.47,91.77,36.0,home,1506,1
97994,54.79,25.78,4.19,0.45,45.34,25.0,home,1506,1
98063,40.54,17.35,2.45,0.3,92.13,24.0,home,1506,1
98132,38.62,42.12,4.09,0.43,357.31,29.0,home,1506,1
98201,29.67,30.19,1.67,0.22,287.44,99.0,home,1506,1
98270,45.25,17.18,3.5,0.3,75.84,33.0,home,1506,1
98339,26.65,32.78,3.84,0.39,244.05,94.0,home,1506,1
98408,30.67,30.22,2.57,0.25,320.25,93.0,home,1506,1
98541,28.24,31.95,2.27,0.23,278.93,76.0,away,1530,2
98598,26.47,33.36,2.43,0.32,259.39,77.0,away,1530,2
98655,28.29,30.48,1.86,0.24,268.26,65.0,away,1530,2
98712,36.59,16.45,6.35,0.7,92.58,17.0,away,1530,2
98769,37.09,47.16,5.04,0.61,84.15,12.0,away,1530,2
98826,27.62,27.14,2.36,0.34,280.36,68.0,away,1530,2
98883,25.92,25.83,2.55,0.32,294.63,79.0,away,1530,2
98940,34.84,6.77,4.78,0.6,101.41,30.0,away,1530,2
98997,25.46,30.21,0.89,0.1,292.2,16.0,away,1530,2
99054,35.85,26.62,3.58,0.43,69.64,89.0,away,1530,2
99111,36.06,38.49,5.55,0.6,80.42,18.0,away,1530,2
99168,39.77,28.0,2.31,0.22,32.76,53.0,home,1530,2
99225,26.33,24.65,3.85,0.45,315.94,95.0,home,1530,2
99282,37.25,20.59,1.74,0.18,63.81,54.0,home,1530,2
99339,41.14,46.4,0.51,0.08,3.91,36.0,home,1530,2
99396,51.57,36.42,2.97,0.34,56.74,25.0,home,1530,2
99453,37.69,37.68,3.26,0.29,24.83,24.0,home,1530,2
99510,46.18,16.16,1.75,0.2,98.84,29.0,home,1530,2
99567,28.31,27.01,2.57,0.29,301.75,99.0,home,1530,2
99624,36.43,7.41,3.38,0.34,83.16,33.0,home,1530,2
99681,26.9,34.22,3.17,0.38,250.13,94.0,home,1530,2
99738,29.09,30.71,2.14,0.3,244.13,93.0,home,1530,2
99868,23.96,33.41,2.31,0.28,284.75,76.0,away,1556,2
99935,22.99,33.43,2.7,0.34,303.98,77.0,away,1556,2
100002,27.38,31.5,1.0,0.13,60.3,65.0,away,1556,2
100069,47.31,12.56,7.54,0.76,114.58,17.0,away,1556,2
100136,48.57,34.92,8.33,0.88,109.97,12.0,away,1556,2
100203,25.44,29.95,1.85,0.23,250.8,68.0,away,1556,2
100270,22.97,28.77,1.67,0.17,283.5,79.0,away,1556,2
100337,29.48,24.21,2.6,0.26,168.69,30.0,away,1556,2
100404,21.41,29.79,1.98,0.16,249.97,16.0,away,1556,2
100471,37.11,36.4,2.6,0.27,20.25,89.0,away,1556,2
100538,46.66,39.4,4.95,0.51,129.33,18.0,away,1556,2
100605,22.63,28.17,2.34,0.21,284.07,58.0,home,1556,2
100672,48.76,31.76,4.04,0.42,85.48,53.0,home,1556,2
100739,38.43,23.87,3.42,0.39,244.14,54.0,home,1556,2
100806,22.96,34.51,3.42,0.4,300.06,59.0,home,1556,2
100873,44.7,45.02,2.57,0.28,124.91,36.0,home,1556,2
100940,58.68,37.59,2.99,0.34,96.25,25.0,home,1556,2
101007,37.45,38.24,0.7,0.13,217.52,24.0,home,1556,2
101074,54.7,16.73,3.73,0.34,104.67,29.0,home,1556,2
101141,27.75,32.06,0.84,0.07,69.4,91.0,home,1556,2
101208,25.58,28.72,3.29,0.37,234.98,99.0,home,1556,2
101275,46.22,12.24,5.05,0.51,109.51,33.0,home,1556,2
104642,82.75,16.62,3.28,0.38,241.55,98.0,away,1603,1
104735,85.26,31.63,1.22,0.11,272.44,26.0,away,1603,1
104828,78.44,45.42,5.86,0.62,284.02,22.0,away,1603,1
104921,89.89,28.52,2.5,0.28,117.97,90.0,away,1603,1
105014,81.97,26.7,4.81,0.52,256.79,52.0,away,1603,1
105107,73.93,9.73,5.92,0.63,270.41,23.0,away,1603,1
105200,68.88,38.74,4.23,0.45,260.25,38.0,away,1603,1
105293,69.74,17.29,5.81,0.57,244.24,31.0,away,1603,1
105386,88.6,34.49,1.59,0.31,45.93,93.0,away,1603,1
105479,89.45,32.13,2.28,0.22,83.11,96.0,away,1603,1
105572,90.95,24.98,1.25,0.22,85.11,97.0,away,1603,1
105665,78.19,46.12,7.14,0.75,277.09,15.0,home,1603,1
105758,93.57,30.07,0.82,0.04,94.27,2.0,home,1603,1
105851,90.05,31.55,1.47,0.16,78.63,63.0,home,1603,1
105944,89.34,30.65,0.77,0.06,41.32,67.0,home,1603,1
106037,90.95,25.85,1.31,0.2,75.16,74.0,home,1603,1
106130,79.2,9.02,6.64,0.73,263.74,88.0,home,1603,1
106223,75.6,14.37,8.92,0.9,252.83,11.0,home,1603,1
106316,81.54,24.21,7.08,0.72,255.27,44.0,home,1603,1
106409,89.8,30.66,2.17,0.16,247.8,28.0,home,1603,1
106502,90.21,29.42,1.83,0.16,103.91,75.0,home,1603,1
106595,89.63,34.02,1.36,0.24,54.34,77.0,home,1603,1
109476,61.64,26.26,0.83,0.1,209.39,98.0,away,1705,1
109561,64.57,22.38,1.64,0.16,346.22,94.0,away,1705,1
109646,45.35,24.3,5.13,0.59,259.8,26.0,away,1705,1
109731,42.53,41.78,3.56,0.35,320.12,22.0,away,1705,1
109816,67.86,20.52,4.59,0.54,72.16,90.0,away,1705,1
109901,50.97,13.39,3.34,0.33,252.83,52.0,away,1705,1
109986,50.96,40.97,3.93,0.38,313.82,23.0,away,1705,1
110071,43.67,32.35,2.6,0.21,347.74,38.0,away,1705,1
110156,67.17,27.31,4.68,0.45,88.73,99.0,away,1705,1
110241,38.78,24.86,5.36,0.47,292.09,31.0,away,1705,1
110326,41.14,8.59,3.77,0.38,223.64,32.0,away,1705,1
110411,46.86,42.31,6.65,0.74,310.42,15.0,home,1705,1
110496,69.45,24.56,0.6,0.11,10.2,2.0,home,1705,1
110581,66.53,27.01,3.14,0.4,78.65,63.0,home,1705,1
110666,64.59,24.73,0.4,0.06,353.01,67.0,home,1705,1
110751,67.29,21.02,3.17,0.34,79.18,74.0,home,1705,1
110836,44.35,9.4,6.18,0.68,233.27,11.0,home,1705,1
110921,56.46,14.46,2.43,0.21,241.67,28.0,home,1705,1
111006,65.45,22.39,0.64,0.05,358.16,75.0,home,1705,1
111091,62.91,26.88,1.06,0.11,194.51,77.0,home,1705,1
111176,44.21,29.81,8.59,0.88,263.78,81.0,home,1705,1
111261,52.91,35.66,3.12,0.27,296.55,85.0,home,1705,1
120482,36.3,31.07,2.44,0.21,284.79,76.0,away,1872,1
120547,34.89,32.9,2.94,0.33,257.45,77.0,away,1872,1
120612,38.22,30.05,0.54,0.04,20.06,65.0,away,1872,1
120677,42.9,32.52,4.94,0.6,139.92,17.0,away,1872,1
120742,43.1,45.71,2.9,0.31,71.38,12.0,away,1872,1
120807,36.62,27.26,2.13,0.2,270.17,68.0,away,1872,1
120872,35.53,25.23,2.96,0.3,281.74,79.0,away,1872,1
120937,35.97,32.45,4.6,0.52,51.57,30.0,away,1872,1
121002,34.85,29.4,1.27,0.13,274.27,16.0,away,1872,1
121067,41.08,17.27,6.19,0.69,154.74,89.0,away,1872,1
121132,44.07,21.85,2.7,0.33,112.8,81.0,away,1872,1
121197,38.32,29.99,0.22,0.09,87.82,90.0,home,1872,1
121262,48.01,31.42,3.24,0.32,63.2,53.0,home,1872,1
121327,45.93,25.12,1.64,0.22,98.26,54.0,home,1872,1
121392,48.84,45.04,1.12,0.2,64.3,36.0,home,1872,1
121457,56.85,31.92,2.58,0.27,19.14,25.0,home,1872,1
121522,44.57,18.01,4.17,0.4,149.51,29.0,home,1872,1
121587,35.25,24.76,4.19,0.42,300.0,91.0,home,1872,1
121652,46.04,37.1,3.48,0.4,13.25,57.0,home,1872,1
121717,36.81,26.14,2.13,0.29,243.74,99.0,home,1872,1
121782,48.56,17.64,1.97,0.23,79.77,33.0,home,1872,1
121847,34.77,34.02,3.83,0.39,255.97,94.0,home,1872,1
123502,46.49,33.27,1.41,0.19,278.51,76.0,away,1965,1
123585,47.23,35.25,0.34,0.02,277.86,77.0,away,1965,1
123668,47.17,31.44,0.73,0.07,221.78,65.0,away,1965,1
123751,51.07,14.5,6.1,0.66,159.22,86.0,away,1965,1
123834,57.11,38.99,2.71,0.28,91.27,17.0,away,1965,1
123917,58.4,13.34,5.93,0.63,39.89,12.0,away,1965,1
124000,45.18,29.75,2.65,0.3,284.86,68.0,away,1965,1
124083,45.15,23.17,1.37,0.21,252.64,79.0,away,1965,1
124166,44.7,28.02,1.29,0.19,233.65,30.0,away,1965,1
124249,44.18,29.75,2.03,0.2,291.64,16.0,away,1965,1
124332,55.02,31.81,2.78,0.27,136.45,89.0,away,1965,1
124415,48.02,31.23,2.0,0.23,173.62,90.0,home,1965,1
124498,45.26,27.78,2.82,0.32,266.76,53.0,home,1965,1
124581,57.35,29.42,3.03,0.32,154.49,54.0,home,1965,1
124664,58.26,40.25,4.06,0.46,106.39,36.0,home,1965,1
124747,73.24,22.47,3.63,0.53,148.17,25.0,home,1965,1
124830,55.57,15.54,4.94,0.58,181.94,29.0,home,1965,1
124913,52.62,37.6,3.21,0.38,90.35,91.0,home,1965,1
124996,46.6,22.49,0.83,0.1,37.98,57.0,home,1965,1
125079,46.93,34.14,1.17,0.15,286.22,99.0,home,1965,1
125162,61.97,11.23,4.39,0.42,37.66,33.0,home,1965,1
125245,45.99,29.09,3.01,0.3,274.06,94.0,home,1965,1
127015,78.8,28.28,3.31,0.35,157.08,76.0,away,2031,2
127089,78.09,31.95,1.46,0.16,150.23,77.0,away,2031,2
127163,75.98,27.71,2.62,0.33,182.57,65.0,away,2031,2
127237,84.7,38.11,1.35,0.15,186.53,86.0,away,2031,2
127311,87.87,4.25,4.06,0.42,154.34,17.0,away,2031,2
127385,85.83,50.2,0.52,0.06,50.08,12.0,away,2031,2
127459,73.43,31.45,1.34,0.21,137.09,68.0,away,2031,2
127533,74.9,32.43,0.74,0.12,328.92,79.0,away,2031,2
127607,72.58,23.44,4.16,0.49,187.29,30.0,away,2031,2
127681,69.87,19.69,6.36,0.66,187.64,16.0,away,2031,2
127755,85.13,10.55,7.02,0.71,182.43,89.0,away,2031,2
127829,79.26,25.93,5.39,0.59,169.82,90.0,home,2031,2
127903,86.32,24.37,6.92,0.74,193.71,53.0,home,2031,2
127977,76.18,22.45,6.76,0.71,184.89,95.0,home,2031,2
128051,85.98,12.59,7.48,0.77,191.61,54.0,home,2031,2
128125,91.32,47.91,2.43,0.28,88.52,36.0,home,2031,2
128199,101.67,21.63,6.99,0.74,168.22,25.0,home,2031,2
128273,72.16,21.43,5.69,0.62,187.33,29.0,home,2031,2
128347,70.12,34.34,2.71,0.28,270.13,91.0,home,2031,2
128421,87.63,38.55,1.2,0.15,179.5,57.0,home,2031,2
128495,72.92,29.91,2.91,0.31,181.66,99.0,home,2031,2
128569,89.02,4.16,4.49,0.53,157.58,33.0,home,2031,2
128699,74.14,31.06,2.51,0.32,233.73,76.0,away,2081,1
128774,73.44,32.59,2.18,0.27,226.92,77.0,away,2081,1
128849,75.07,28.8,1.64,0.24,264.95,65.0,away,2081,1
128924,86.17,42.02,4.71,0.49,48.05,17.0,away,2081,1
128999,87.63,6.71,6.45,0.71,102.12,12.0,away,2081,1
129074,74.23,28.52,2.1,0.28,296.7,68.0,away,2081,1
129149,73.42,27.13,1.96,0.21,302.43,79.0,away,2081,1
129224,75.52,30.73,1.77,0.12,342.12,30.0,away,2081,1
129299,72.71,29.53,1.08,0.13,273.16,16.0,away,2081,1
129374,83.94,39.85,2.45,0.33,38.34,89.0,away,2081,1
129449,84.15,19.32,4.83,0.51,54.93,18.0,away,2081,1
129524,75.07,27.51,2.49,0.27,269.45,58.0,home,2081,1
129599,86.68,29.81,2.82,0.3,161.24,53.0,home,2081,1
129674,81.88,28.82,0.19,0.05,354.34,54.0,home,2081,1
129749,75.04,30.62,3.69,0.45,214.19,59.0,home,2081,1
129824,87.47,42.92,3.97,0.43,54.15,36.0,home,2081,1
129899,97.77,25.85,0.7,0.09,212.1,25.0,home,2081,1
129974,84.56,18.6,1.96,0.28,52.08,24.0,home,2081,1
130049,84.79,39.65,3.23,0.45,38.86,29.0,home,2081,1
130124,74.21,27.59,2.41,0.23,303.41,91.0,home,2081,1
130199,74.27,32.33,2.29,0.34,222.26,99.0,home,2081,1
130274,86.91,8.55,5.9,0.62,99.97,33.0,home,2081,1
130426,89.45,31.57,0.91,0.14,249.97,76.0,away,2105,1
130492,89.21,32.55,0.65,0.06,243.69,77.0,away,2105,1
130558,90.24,31.06,0.74,0.13,230.66,65.0,away,2105,1
130624,98.06,13.12,5.53,0.58,50.44,17.0,away,2105,1
130690,102.18,42.55,5.69,0.61,135.07,12.0,away,2105,1
130756,89.6,29.22,1.56,0.23,269.92,68.0,away,2105,1
130822,87.16,24.91,2.29,0.27,301.01,79.0,away,2105,1
130888,92.48,15.1,6.72,0.72,162.14,30.0,away,2105,1
130954,86.83,29.66,0.5,0.07,242.88,16.0,away,2105,1
131020,97.09,28.25,3.11,0.37,30.65,89.0,away,2105,1
131086,95.87,47.53,5.52,0.63,11.91,18.0,away,2105,1
131152,87.23,24.09,1.96,0.21,301.29,58.0,home,2105,1
131218,100.88,32.57,1.53,0.14,116.43,53.0,home,2105,1
131284,98.39,25.51,2.44,0.2,143.98,54.0,home,2105,1
131350,89.83,32.72,0.66,0.08,248.89,59.0,home,2105,1
131416,105.26,44.3,4.04,0.4,154.87,36.0,home,2105,1
131482,108.8,24.9,3.49,0.33,189.52,25.0,home,2105,1
131548,100.03,45.6,3.87,0.45,6.46,24.0,home,2105,1
131614,96.13,14.08,4.13,0.42,177.41,29.0,home,2105,1
131680,90.28,28.64,2.7,0.29,265.13,91.0,home,2105,1
131746,90.65,31.89,0.6,0.08,199.32,99.0,home,2105,1
131812,98.16,11.52,4.4,0.47,53.58,33.0,home,2105,1
136241,74.7,27.98,1.4,0.1,162.75,98.0,away,2193,1
136306,79.06,20.68,5.13,0.55,43.17,94.0,away,2193,1
136371,61.94,29.06,1.31,0.16,255.64,26.0,away,2193,1
136436,56.89,42.16,2.85,0.33,240.96,22.0,away,2193,1
136501,74.63,26.72,1.88,0.26,68.02,90.0,away,2193,1
136566,63.79,22.14,0.87,0.02,128.29,52.0,away,2193,1
136631,62.35,38.77,0.91,0.2,305.72,23.0,away,2193,1
136696,62.6,12.8,1.53,0.18,147.85,38.0,away,2193,1
136761,75.51,22.58,2.61,0.27,63.39,99.0,away,2193,1
136826,51.38,26.67,2.31,0.26,212.19,31.0,away,2193,1
136891,57.0,7.61,4.88,0.5,249.95,32.0,away,2193,1
136956,68.15,28.3,6.06,0.65,190.89,15.0,home,2193,1
137021,78.47,23.76,1.19,0.1,79.59,2.0,home,2193,1
137086,75.13,25.66,1.94,0.23,73.59,63.0,home,2193,1
137151,74.34,25.09,1.11,0.19,77.37,67.0,home,2193,1
137216,78.29,20.99,3.87,0.46,61.54,74.0,home,2193,1
137281,59.97,7.45,8.38,0.82,256.6,11.0,home,2193,1
137346,75.76,23.09,2.08,0.17,53.46,75.0,home,2193,1
137411,75.58,27.75,0.68,0.08,71.61,77.0,home,2193,1
137476,65.88,40.95,3.79,0.4,211.4,81.0,home,2193,1
137541,62.68,27.23,5.74,0.6,228.71,85.0,home,2193,1
137606,76.13,13.9,5.0,0.56,195.06,22.0,home,2193,1
137741,71.33,24.2,3.05,0.31,144.56,98.0,away,2238,1
137822,77.56,22.93,3.87,0.49,32.75,94.0,away,2238,1
137903,58.65,30.37,0.89,0.08,236.21,26.0,away,2238,1
137984,51.48,42.72,4.11,0.47,254.2,22.0,away,2238,1
138065,70.12,25.49,2.0,0.18,206.7,90.0,away,2238,1
138146,57.61,19.85,2.57,0.29,234.69,52.0,away,2238,1
138227,60.33,42.01,3.01,0.38,331.5,23.0,away,2238,1
138308,49.98,33.23,2.65,0.31,280.02,38.0,away,2238,1
138389,73.83,21.25,1.05,0.18,35.01,99.0,away,2238,1
138470,46.62,17.48,4.49,0.44,282.21,31.0,away,2238,1
138551,57.07,11.52,3.12,0.42,231.36,32.0,away,2238,1
138632,63.09,46.84,2.36,0.23,322.23,15.0,home,2238,1
138713,75.53,24.04,0.71,0.09,341.47,2.0,home,2238,1
138794,72.54,24.52,1.34,0.11,123.64,63.0,home,2238,1
138875,73.56,22.0,0.82,0.15,80.57,67.0,home,2238,1
138956,77.48,21.83,3.15,0.37,52.9,74.0,home,2238,1
139037,55.84,17.23,5.55,0.63,320.8,11.0,home,2238,1
139118,74.54,21.41,0.59,0.06,50.66,75.0,home,2238,1
139199,72.09,26.37,2.27,0.26,130.71,77.0,home,2238,1
139280,63.15,27.26,1.09,0.09,228.52,81.0,home,2238,1
