index,x,y,speed,distance,direction,jerseyNumber,team,playId,result
139361,57.06,37.15,6.64,0.7,283.7,85.0,home,2238,1
139442,65.74,21.39,5.05,0.54,211.28,22.0,home,2238,1
145570,29.15,32.71,3.1,0.37,275.68,76.0,away,2349,1
145650,29.96,30.11,2.29,0.29,170.12,77.0,away,2349,1
145730,29.28,27.76,0.25,0.04,205.25,65.0,away,2349,1
145810,39.54,16.69,2.96,0.34,7.21,17.0,away,2349,1
145890,50.58,35.51,6.1,0.68,150.59,12.0,away,2349,1
145970,27.92,27.96,1.03,0.19,344.76,68.0,away,2349,1
146050,26.35,26.73,2.79,0.31,279.53,79.0,away,2349,1
146130,31.56,44.75,4.17,0.48,24.76,30.0,away,2349,1
146210,24.43,29.09,1.96,0.18,293.12,16.0,away,2349,1
146290,40.44,32.57,1.14,0.12,353.82,89.0,away,2349,1
146370,48.85,12.77,6.57,0.7,152.18,18.0,away,2349,1
146450,28.08,32.82,3.95,0.51,254.49,90.0,home,2349,1
146530,47.92,26.86,0.77,0.11,218.4,53.0,home,2349,1
146610,42.24,34.07,2.55,0.3,206.72,54.0,home,2349,1
146690,41.66,45.08,0.63,0.0,169.44,36.0,home,2349,1
146770,60.15,35.83,4.4,0.48,162.48,25.0,home,2349,1
146850,42.4,22.28,0.72,0.22,316.01,24.0,home,2349,1
146930,55.86,13.84,4.25,0.5,178.73,29.0,home,2349,1
147010,24.89,27.05,4.18,0.48,304.86,91.0,home,2349,1
147090,25.87,28.65,3.6,0.39,294.1,99.0,home,2349,1
147170,42.91,13.69,1.58,0.19,61.2,33.0,home,2349,1
147250,30.32,29.38,3.26,0.29,172.92,94.0,home,2349,1
148855,41.74,32.11,2.69,0.34,234.26,76.0,away,2401,1
148945,40.67,32.08,0.89,0.12,253.89,77.0,away,2401,1
149035,43.24,26.99,3.65,0.41,286.66,86.0,away,2401,1
149125,62.2,26.81,7.82,0.79,42.33,17.0,away,2401,1
149215,64.08,41.17,8.78,0.9,80.74,12.0,away,2401,1
149305,44.59,28.82,2.22,0.29,274.44,68.0,away,2401,1
149395,43.62,28.31,2.47,0.31,267.86,79.0,away,2401,1
149485,49.33,31.44,3.32,0.38,42.38,30.0,away,2401,1
149575,46.62,30.94,2.04,0.25,210.51,66.0,away,2401,1
149665,41.26,28.86,0.52,0.09,195.86,16.0,away,2401,1
149755,45.03,26.46,2.86,0.35,259.04,89.0,away,2401,1
149845,46.05,30.48,1.43,0.24,265.26,90.0,home,2401,1
149935,54.9,33.19,3.09,0.28,32.99,53.0,home,2401,1
150025,41.73,30.71,3.23,0.44,204.01,95.0,home,2401,1
150115,50.34,28.14,1.26,0.07,47.9,54.0,home,2401,1
150205,62.69,42.08,7.68,0.78,82.13,36.0,home,2401,1
150295,73.03,30.73,5.43,0.54,49.98,25.0,home,2401,1
150385,42.74,26.78,5.55,0.61,307.48,29.0,home,2401,1
150475,44.44,25.55,3.39,0.39,260.11,91.0,home,2401,1
150565,41.09,32.82,0.51,0.08,206.52,57.0,home,2401,1
150655,43.74,27.62,2.93,0.36,260.97,99.0,home,2401,1
150745,63.73,23.84,6.28,0.63,42.34,33.0,home,2401,1
152321,94.16,29.5,0.54,0.1,1.08,76.0,away,2450,1
152390,90.0,30.48,1.21,0.18,243.31,77.0,away,2450,1
152459,106.18,49.74,6.12,0.67,80.42,11.0,away,2450,1
152528,92.79,26.42,1.56,0.23,255.24,68.0,away,2450,1
152597,91.3,24.47,1.72,0.2,298.56,79.0,away,2450,1
152666,94.62,28.22,1.12,0.1,355.5,66.0,away,2450,1
152735,89.32,28.85,1.13,0.08,269.45,16.0,away,2450,1
152804,102.11,41.53,5.21,0.58,10.92,89.0,away,2450,1
152873,98.9,28.98,6.69,0.78,11.63,10.0,away,2450,1
152942,104.0,27.47,6.65,0.67,58.86,18.0,away,2450,1
153011,101.6,11.81,4.08,0.46,22.04,83.0,away,2450,1
153080,95.43,29.5,2.69,0.29,346.29,90.0,home,2450,1
153149,102.18,29.0,3.63,0.36,9.72,53.0,home,2450,1
153218,104.98,31.97,2.86,0.24,94.67,54.0,home,2450,1
153287,108.18,48.42,1.95,0.24,34.23,36.0,home,2450,1
153356,112.07,24.67,3.5,0.32,16.97,25.0,home,2450,1
153425,102.72,18.36,1.7,0.14,49.46,24.0,home,2450,1
153494,104.83,40.39,3.95,0.36,353.43,29.0,home,2450,1
153563,91.74,23.64,2.08,0.3,301.03,91.0,home,2450,1
153632,102.06,32.75,3.42,0.32,37.37,99.0,home,2450,1
153701,105.08,11.38,2.33,0.54,339.58,33.0,home,2450,1
153770,90.22,31.23,1.15,0.12,234.63,94.0,home,2450,1
153910,100.22,25.35,2.57,0.29,276.51,76.0,away,2534,1
153994,97.34,26.79,2.14,0.18,234.99,77.0,away,2534,1
154078,111.45,20.92,3.91,0.47,53.38,17.0,away,2534,1
154162,112.72,36.06,5.11,0.5,40.22,12.0,away,2534,1
154246,99.92,22.53,0.28,0.07,248.73,68.0,away,2534,1
154330,97.1,21.12,3.02,0.35,296.73,79.0,away,2534,1
154414,106.11,7.62,7.08,0.78,142.33,30.0,away,2534,1
154498,100.74,23.59,1.26,0.19,222.47,66.0,away,2534,1
154582,96.2,23.28,0.55,0.04,255.07,16.0,away,2534,1
154666,111.2,22.49,5.04,0.54,26.07,89.0,away,2534,1
154750,106.69,19.85,7.03,0.82,172.73,18.0,away,2534,1
154834,111.87,25.12,2.41,0.3,110.88,53.0,home,2534,1
154918,109.76,17.73,2.89,0.32,210.2,54.0,home,2534,1
155002,112.55,13.73,1.09,0.17,198.95,36.0,home,2534,1
155086,115.58,24.97,1.3,0.21,44.54,25.0,home,2534,1
155170,111.35,35.62,1.69,0.24,80.77,24.0,home,2534,1
155254,107.86,8.64,0.99,0.22,149.38,29.0,home,2534,1
155338,96.47,20.61,3.93,0.48,306.35,91.0,home,2534,1
155422,109.81,20.63,1.99,0.16,134.37,99.0,home,2534,1
155506,112.4,35.48,3.92,0.42,33.73,33.0,home,2534,1
155590,97.8,27.53,2.2,0.21,232.27,94.0,home,2534,1
155674,101.62,22.84,1.64,0.22,205.91,93.0,home,2534,1
161389,87.96,29.46,1.22,0.22,89.2,98.0,away,2638,0
161467,85.47,20.28,4.14,0.45,250.66,94.0,away,2638,0
161545,79.78,23.23,3.52,0.37,245.31,26.0,away,2638,0
161623,66.47,6.26,5.58,0.68,251.28,22.0,away,2638,0
161701,88.74,26.3,2.48,0.28,113.41,90.0,away,2638,0
161779,85.51,24.81,2.01,0.22,136.92,95.0,away,2638,0
161857,81.55,30.38,3.24,0.36,290.69,52.0,away,2638,0
161935,75.23,13.98,5.59,0.58,205.69,23.0,away,2638,0
162013,62.87,21.48,5.46,0.53,240.31,38.0,away,2638,0
162091,93.55,28.13,4.3,0.49,44.71,99.0,away,2638,0
162169,70.35,35.04,3.89,0.41,250.64,31.0,away,2638,0
162247,71.43,14.95,7.02,0.71,228.98,15.0,home,2638,0
162325,94.72,29.35,2.42,0.2,40.9,2.0,home,2638,0
162403,82.48,29.22,2.38,0.29,336.09,63.0,home,2638,0
162481,88.86,27.13,1.92,0.15,104.47,67.0,home,2638,0
162559,87.87,21.36,1.11,0.16,220.34,74.0,home,2638,0
162637,88.83,29.02,1.71,0.23,94.47,82.0,home,2638,0
162715,67.64,5.23,9.45,0.96,257.68,11.0,home,2638,0
162793,81.69,18.13,6.4,0.64,193.91,44.0,home,2638,0
162871,86.04,28.79,2.82,0.31,287.24,28.0,home,2638,0
162949,91.49,27.54,1.36,0.05,46.13,75.0,home,2638,0
163027,84.62,25.63,1.34,0.14,173.66,77.0,home,2638,0
166386,33.84,30.8,2.22,0.21,41.29,98.0,away,2763,2
166443,30.57,26.5,3.62,0.44,1.36,26.0,away,2763,2
166500,24.4,34.33,0.92,0.1,236.86,22.0,away,2763,2
166557,33.26,25.68,2.56,0.34,3.26,90.0,away,2763,2
166614,32.38,28.78,2.81,0.29,354.69,95.0,away,2763,2
166671,30.44,29.15,2.58,0.36,18.33,52.0,away,2763,2
166728,24.49,15.74,2.57,0.28,357.31,23.0,away,2763,2
166785,22.6,23.89,3.28,0.33,114.26,38.0,away,2763,2
166842,34.41,24.28,2.97,0.34,47.3,99.0,away,2763,2
166899,29.21,31.58,2.22,0.3,51.95,31.0,away,2763,2
166956,34.63,19.97,3.74,0.5,34.49,96.0,away,2763,2
167013,32.51,33.46,1.84,0.27,267.85,15.0,home,2763,2
167070,36.14,24.4,2.0,0.16,74.0,2.0,home,2763,2
167127,33.22,28.49,3.74,0.42,340.9,63.0,home,2763,2
167184,32.15,27.36,4.04,0.39,334.85,67.0,home,2763,2
167241,31.12,17.27,4.07,0.53,317.61,19.0,home,2763,2
167298,34.81,24.61,2.34,0.38,6.4,74.0,home,2763,2
167355,34.59,30.48,2.27,0.24,17.61,82.0,home,2763,2
167412,35.16,29.81,2.83,0.32,330.2,44.0,home,2763,2
167469,38.89,26.82,3.85,0.45,339.47,28.0,home,2763,2
167526,34.53,25.76,3.9,0.46,354.72,75.0,home,2763,2
167583,32.88,29.32,3.14,0.35,343.15,77.0,home,2763,2
169296,35.89,30.97,3.21,0.34,205.62,98.0,away,2806,1
169362,25.08,40.89,4.87,0.54,342.63,26.0,away,2806,1
169428,28.23,19.26,6.22,0.63,353.25,22.0,away,2806,1
169494,36.7,26.93,2.64,0.27,145.65,90.0,away,2806,1
169560,28.68,44.8,2.23,0.2,222.06,52.0,away,2806,1
169626,28.82,13.85,0.72,0.2,200.83,23.0,away,2806,1
169692,30.31,21.55,4.87,0.52,11.79,38.0,away,2806,1
169758,36.8,30.53,1.42,0.21,60.43,99.0,away,2806,1
169824,20.98,31.58,2.99,0.26,214.13,31.0,away,2806,1
169890,23.59,20.69,2.53,0.16,294.55,32.0,away,2806,1
169956,41.04,24.58,1.13,0.19,64.83,96.0,away,2806,1
170022,31.77,20.72,6.44,0.72,356.46,15.0,home,2806,1
170088,40.5,29.14,0.54,0.05,149.11,2.0,home,2806,1
170154,37.94,29.96,1.15,0.19,91.65,63.0,home,2806,1
170220,37.26,29.4,0.73,0.09,87.52,67.0,home,2806,1
170286,23.87,22.7,5.13,0.54,283.99,19.0,home,2806,1
170352,40.91,25.49,1.63,0.24,88.72,74.0,home,2806,1
170418,35.01,46.02,0.12,0.02,9.28,28.0,home,2806,1
170484,37.33,27.34,1.81,0.19,132.27,75.0,home,2806,1
170550,37.55,31.83,0.65,0.1,175.37,77.0,home,2806,1
170616,30.3,13.41,0.75,0.07,316.54,81.0,home,2806,1
170682,26.16,41.35,5.83,0.64,337.97,85.0,home,2806,1
180502,34.4,30.04,1.18,0.13,320.33,76.0,away,2989,1
180583,33.33,32.7,0.89,0.12,342.2,77.0,away,2989,1
180664,44.47,31.07,2.64,0.31,141.48,17.0,away,2989,1
180745,52.19,47.33,5.84,0.64,81.98,12.0,away,2989,1
180826,34.59,27.21,0.99,0.09,273.29,68.0,away,2989,1
180907,31.94,26.52,1.93,0.14,294.08,79.0,away,2989,1
180988,40.05,33.75,2.57,0.3,40.91,30.0,away,2989,1
181069,35.76,28.0,0.08,0.01,194.56,66.0,away,2989,1
181150,32.45,29.68,1.47,0.18,284.96,16.0,away,2989,1
181231,42.17,10.02,5.45,0.61,173.51,89.0,away,2989,1
181312,44.39,19.0,0.97,0.18,158.33,18.0,away,2989,1
181393,36.42,26.97,0.75,0.05,61.66,90.0,home,2989,1
181474,50.23,26.05,0.66,0.1,68.58,53.0,home,2989,1
181555,45.0,19.1,1.12,0.15,155.66,54.0,home,2989,1
181636,31.3,26.25,3.1,0.32,316.14,59.0,home,2989,1
181717,50.99,45.39,1.21,0.27,92.77,36.0,home,2989,1
181798,60.51,37.01,3.73,0.41,57.42,25.0,home,2989,1
181879,43.53,35.26,1.31,0.22,281.83,24.0,home,2989,1
181960,57.05,16.65,1.91,0.25,96.34,29.0,home,2989,1
182041,45.14,11.15,3.04,0.37,170.12,33.0,home,2989,1
182122,33.82,32.51,0.22,0.03,90.14,94.0,home,2989,1
182203,35.1,30.67,1.72,0.22,326.8,93.0,home,2989,1
182361,37.45,30.44,0.81,0.1,90.77,76.0,away,3017,1
182436,33.58,31.6,1.99,0.2,224.64,77.0,away,3017,1
182511,44.42,27.3,5.1,0.49,17.45,17.0,away,3017,1
182586,51.1,38.5,5.35,0.54,45.42,12.0,away,3017,1
182661,34.58,26.92,0.91,0.14,253.85,68.0,away,3017,1
182736,32.09,27.08,2.94,0.4,283.71,79.0,away,3017,1
182811,40.21,27.97,2.88,0.33,125.92,30.0,away,3017,1
182886,35.72,27.32,1.0,0.12,261.13,66.0,away,3017,1
182961,32.67,30.1,1.05,0.06,314.22,16.0,away,3017,1
183036,46.25,20.27,5.65,0.63,87.98,89.0,away,3017,1
183111,51.33,44.58,7.91,0.82,71.01,18.0,away,3017,1
183186,34.29,32.32,2.05,0.24,212.73,58.0,home,3017,1
183261,47.43,33.89,4.1,0.41,21.66,53.0,home,3017,1
183336,45.95,23.46,0.89,0.16,147.28,54.0,home,3017,1
183411,33.25,27.24,3.52,0.42,328.81,59.0,home,3017,1
183486,53.8,44.73,5.53,0.59,66.74,36.0,home,3017,1
183561,63.02,31.52,4.43,0.47,44.46,25.0,home,3017,1
183636,51.58,37.81,4.1,0.44,47.74,24.0,home,3017,1
183711,44.73,20.69,4.75,0.55,102.35,29.0,home,3017,1
183786,35.39,26.45,0.64,0.1,231.52,99.0,home,3017,1
183861,45.02,27.06,4.8,0.5,26.15,33.0,home,3017,1
183936,38.04,30.54,1.28,0.12,66.26,94.0,home,3017,1
184095,50.02,36.87,1.49,0.17,279.3,76.0,away,3041,1
184175,56.15,40.42,0.94,0.15,177.95,77.0,away,3041,1
184255,64.48,22.95,8.62,0.88,173.12,17.0,away,3041,1
184335,73.45,6.13,4.79,0.55,110.02,12.0,away,3041,1
184415,50.19,33.97,1.02,0.13,243.42,68.0,away,3041,1
184495,54.41,36.28,0.4,0.05,33.78,79.0,away,3041,1
184575,51.36,47.29,4.86,0.52,11.13,30.0,away,3041,1
184655,52.58,37.63,0.08,0.03,46.48,66.0,away,3041,1
184735,47.68,20.34,6.07,0.63,166.11,16.0,away,3041,1
184815,57.24,26.91,4.25,0.47,161.32,89.0,away,3041,1
184895,55.48,37.23,3.21,0.37,139.41,18.0,away,3041,1
184975,53.14,34.77,2.16,0.27,137.15,90.0,home,3041,1
185055,53.38,46.42,4.75,0.51,355.62,53.0,home,3041,1
185135,56.5,37.24,3.95,0.44,143.68,95.0,home,3041,1
185215,61.94,38.9,4.91,0.54,75.8,54.0,home,3041,1
185295,66.75,32.94,7.01,0.69,166.67,36.0,home,3041,1
185375,72.99,19.94,7.03,0.74,217.16,25.0,home,3041,1
185455,55.66,46.19,2.03,0.23,32.89,24.0,home,3041,1
185535,58.8,22.02,3.75,0.4,147.39,29.0,home,3041,1
185615,57.36,30.69,3.62,0.4,158.23,91.0,home,3041,1
185695,47.68,38.89,3.13,0.37,252.78,99.0,home,3041,1
185775,73.71,7.29,5.21,0.65,102.11,33.0,home,3041,1
187465,74.96,15.32,0.61,0.1,337.71,76.0,away,3173,1
187578,75.35,21.48,2.47,0.25,10.27,77.0,away,3173,1
187691,78.27,30.69,5.37,0.59,30.06,17.0,away,3173,1
187804,89.9,40.52,7.92,0.81,17.04,12.0,away,3173,1
187917,67.1,19.16,2.12,0.23,10.54,68.0,away,3173,1
188030,73.13,13.24,2.17,0.25,335.77,79.0,away,3173,1
188143,67.81,7.01,1.46,0.15,196.0,30.0,away,3173,1
188256,75.44,14.1,1.2,0.15,10.17,66.0,away,3173,1
188369,68.54,37.88,6.05,0.61,22.26,16.0,away,3173,1
188482,80.47,32.34,6.23,0.67,8.13,89.0,away,3173,1
188595,103.23,42.28,7.81,0.84,49.9,18.0,away,3173,1
188708,78.25,26.5,5.9,0.61,7.23,90.0,home,3173,1
188821,84.16,31.3,5.88,0.69,356.68,53.0,home,3173,1
188934,74.87,36.24,6.29,0.7,335.12,95.0,home,3173,1
189047,80.79,14.73,3.57,0.39,42.9,54.0,home,3173,1
189160,101.31,42.79,8.35,0.91,57.41,36.0,home,3173,1
189273,72.0,8.67,3.35,0.38,96.83,25.0,home,3173,1
189386,86.63,43.16,5.4,0.66,33.33,24.0,home,3173,1
189499,101.65,35.3,5.72,0.63,46.95,29.0,home,3173,1
189612,70.69,23.78,5.07,0.56,17.56,91.0,home,3173,1
189725,72.57,32.04,6.37,0.7,359.77,99.0,home,3173,1
189838,91.09,37.14,7.81,0.85,14.86,33.0,home,3173,1
194144,109.32,25.56,0.9,0.15,331.31,76.0,away,3330,4
194186,108.83,26.86,0.77,0.01,259.85,77.0,away,3330,4
194228,109.91,21.45,2.26,0.31,87.29,17.0,away,3330,4
194270,108.76,36.57,3.75,0.58,153.41,12.0,away,3330,4
194312,110.13,22.9,0.69,0.06,47.15,68.0,away,3330,4
194354,110.85,22.73,2.72,0.27,34.5,79.0,away,3330,4
194396,106.1,23.0,2.59,0.38,94.84,30.0,away,3330,4
194438,109.13,24.26,0.64,0.05,351.34,66.0,away,3330,4
194480,106.6,24.37,2.24,0.18,294.41,16.0,away,3330,4
194522,109.11,21.13,1.46,0.13,13.4,89.0,away,3330,4
194564,110.68,35.67,3.64,0.45,123.95,18.0,away,3330,4
194606,109.78,24.42,0.65,0.1,321.34,90.0,home,3330,4
194648,109.51,26.35,2.03,0.2,321.86,53.0,home,3330,4
194690,109.99,23.41,2.75,0.32,277.25,54.0,home,3330,4
194732,111.54,37.09,3.32,0.33,188.9,36.0,home,3330,4
194774,114.9,26.65,2.32,0.2,334.64,25.0,home,3330,4
194816,111.18,36.15,2.51,0.31,150.82,24.0,home,3330,4
194858,109.71,21.27,1.71,0.22,345.99,91.0,home,3330,4
194900,110.61,23.63,1.03,0.2,340.31,99.0,home,3330,4
194942,108.95,20.14,3.01,0.39,323.44,33.0,home,3330,4
194984,109.05,27.56,1.88,0.21,256.1,94.0,home,3330,4
195026,111.76,20.67,1.18,0.15,19.38,26.0,home,3330,4
197823,80.32,36.2,1.91,0.21,277.19,26.0,away,3382,1
197916,67.98,35.14,6.15,0.63,249.08,22.0,away,3382,1
198009,76.69,23.08,5.25,0.56,237.92,52.0,away,3382,1
198102,63.21,15.43,8.65,0.88,282.58,23.0,away,3382,1
198195,71.31,23.47,6.67,0.71,186.88,38.0,away,3382,1
198288,63.73,21.34,7.63,0.77,267.96,31.0,away,3382,1
198381,89.11,27.89,1.5,0.25,139.03,93.0,away,3382,1
198474,89.46,29.4,1.35,0.12,138.48,96.0,away,3382,1
198567,90.89,19.92,2.6,0.26,92.78,97.0,away,3382,1
198660,90.62,24.32,2.38,0.22,81.06,92.0,away,3382,1
198753,81.96,16.28,4.34,0.53,199.26,50.0,away,3382,1
198846,74.92,23.77,8.53,0.88,203.52,15.0,home,3382,1
198939,93.28,25.87,0.1,0.11,161.49,2.0,home,3382,1
199032,89.49,27.2,1.17,0.18,86.58,63.0,home,3382,1
199125,90.98,24.87,2.2,0.27,86.76,67.0,home,3382,1
199218,91.15,21.24,2.1,0.25,81.9,74.0,home,3382,1
199311,90.49,29.06,1.43,0.14,128.17,82.0,home,3382,1
199404,89.92,30.13,1.43,0.17,138.32,88.0,home,3382,1
199497,65.4,18.03,9.81,0.99,279.37,11.0,home,3382,1
199590,83.02,16.09,6.32,0.67,202.83,28.0,home,3382,1
199683,90.39,21.39,2.65,0.26,99.58,75.0,home,3382,1
199776,89.55,28.56,1.28,0.21,129.26,77.0,home,3382,1
203080,89.66,24.35,3.87,0.37,348.35,98.0,away,3469,1
203150,83.95,26.77,4.76,0.56,237.05,94.0,away,3469,1
203220,90.33,22.08,3.04,0.38,277.71,26.0,away,3469,1
203290,100.4,14.89,4.17,0.43,34.89,22.0,away,3469,1
203360,87.5,25.85,2.96,0.29,287.27,90.0,away,3469,1
203430,96.23,35.29,6.36,0.66,18.83,52.0,away,3469,1
203500,94.85,26.68,3.74,0.45,170.96,23.0,away,3469,1
203570,102.97,19.86,0.84,0.07,51.92,38.0,away,3469,1
203640,88.0,20.86,2.28,0.3,334.23,99.0,away,3469,1
203710,85.05,23.22,4.55,0.53,329.96,31.0,away,3469,1
203780,101.02,32.87,2.81,0.23,19.6,32.0,away,3469,1
203850,100.71,16.13,5.73,0.59,48.53,15.0,home,3469,1
203920,84.6,24.69,2.55,0.26,318.06,2.0,home,3469,1
203990,88.95,23.4,2.34,0.26,337.81,63.0,home,3469,1
204060,87.46,25.05,2.58,0.31,292.38,67.0,home,3469,1
204130,84.45,27.19,3.57,0.42,249.29,74.0,home,3469,1
204200,100.41,33.53,5.2,0.54,37.86,11.0,home,3469,1
204270,93.76,36.95,6.88,0.69,19.11,28.0,home,3469,1
204340,86.44,26.97,2.69,0.32,280.51,75.0,home,3469,1
204410,87.15,20.76,1.43,0.16,303.32,77.0,home,3469,1
204480,94.27,26.28,4.33,0.48,167.42,81.0,home,3469,1
204550,87.67,22.8,0.94,0.14,273.3,85.0,home,3469,1
204682,91.1,25.92,4.82,0.52,275.71,98.0,away,3493,1
204773,95.88,42.16,4.48,0.52,333.65,94.0,away,3493,1
204864,99.96,29.59,1.86,0.22,127.77,26.0,away,3493,1
204955,109.92,21.61,4.19,0.5,89.22,22.0,away,3493,1
205046,93.14,31.57,2.33,0.32,234.34,90.0,away,3493,1
205137,95.69,38.17,3.88,0.49,349.79,52.0,away,3493,1
205228,97.92,37.1,2.24,0.21,174.6,23.0,away,3493,1
205319,99.63,33.8,1.17,0.19,114.38,38.0,away,3493,1
205410,92.17,30.86,2.59,0.34,256.84,99.0,away,3493,1
205501,103.53,23.39,5.52,0.56,208.77,31.0,away,3493,1
205592,107.44,31.39,7.52,0.75,166.97,32.0,away,3493,1
205683,107.94,24.26,6.07,0.69,91.67,15.0,home,3493,1
205774,87.93,29.3,4.16,0.43,239.98,2.0,home,3493,1
205865,95.12,34.46,0.83,0.06,312.59,63.0,home,3493,1
205956,93.9,34.69,1.23,0.13,356.91,67.0,home,3493,1
206047,95.97,40.84,3.71,0.39,346.87,74.0,home,3493,1
206138,105.75,29.67,7.87,0.85,152.03,11.0,home,3493,1
206229,92.7,38.61,3.81,0.41,16.58,28.0,home,3493,1
206320,94.97,37.6,3.06,0.34,339.75,75.0,home,3493,1
206411,93.94,32.17,1.67,0.24,302.34,77.0,home,3493,1
206502,96.21,23.4,6.65,0.69,168.97,81.0,home,3493,1
206593,99.08,29.21,1.49,0.13,122.32,85.0,home,3493,1
206788,111.41,24.18,4.77,0.47,20.57,98.0,away,3524,4
206852,109.19,30.14,2.29,0.29,27.28,26.0,away,3524,4
206916,107.59,21.03,1.01,0.09,217.47,95.0,away,3524,4
206980,101.07,23.21,6.73,0.74,249.0,52.0,away,3524,4
207044,101.98,26.37,3.49,0.39,211.24,38.0,away,3524,4
207108,107.33,25.54,2.59,0.32,297.28,99.0,away,3524,4
207172,100.43,20.05,4.64,0.48,291.38,31.0,away,3524,4
207236,108.2,31.11,4.63,0.46,16.85,96.0,away,3524,4
207300,110.7,24.13,2.53,0.25,154.58,58.0,away,3524,4
207364,114.63,24.96,6.94,0.73,160.09,43.0,away,3524,4
207428,108.41,20.87,2.55,0.21,200.87,92.0,away,3524,4
207492,99.26,23.01,3.99,0.41,257.45,2.0,home,3524,4
207556,107.23,21.28,0.82,0.07,219.86,63.0,home,3524,4
207620,107.42,21.95,0.92,0.1,189.42,67.0,home,3524,4
207684,107.23,24.58,1.54,0.19,330.56,74.0,home,3524,4
207748,108.06,35.86,6.31,0.7,22.5,82.0,home,3524,4
207812,113.26,22.07,6.64,0.68,160.99,88.0,home,3524,4
207876,104.55,29.94,1.64,0.22,332.59,28.0,home,3524,4
207940,111.89,25.22,4.83,0.52,27.7,76.0,home,3524,4
208004,108.76,21.64,2.25,0.31,187.76,75.0,home,3524,4
208068,101.69,19.86,3.24,0.37,272.2,77.0,home,3524,4
