index,x,y,speed,distance,direction,jerseyNumber,team,playId,result
208132,115.85,23.53,7.06,0.75,156.69,85.0,home,3524,4
216201,65.96,26.88,2.27,0.23,88.96,76.0,away,3670,1
216345,67.27,27.89,3.28,0.37,81.67,77.0,away,3670,1
216489,36.8,19.31,9.03,0.93,277.57,17.0,away,3670,1
216633,40.43,13.24,6.79,0.74,295.02,12.0,away,3670,1
216777,62.62,28.29,2.38,0.25,103.65,68.0,away,3670,1
216921,64.97,29.6,1.33,0.15,140.55,79.0,away,3670,1
217065,56.22,34.25,3.66,0.38,246.28,30.0,away,3670,1
217209,60.74,26.66,2.11,0.28,125.52,66.0,away,3670,1
217353,64.99,28.63,0.72,0.06,69.31,16.0,away,3670,1
217497,50.47,22.56,6.64,0.76,181.94,81.0,away,3670,1
217641,42.3,32.24,7.56,0.78,314.56,18.0,away,3670,1
217785,64.79,30.11,1.26,0.14,151.27,58.0,home,3670,1
217929,47.62,20.9,3.26,0.48,174.4,53.0,home,3670,1
218073,43.93,34.52,4.35,0.53,296.7,54.0,home,3670,1
218217,66.59,26.45,1.43,0.2,109.9,59.0,home,3670,1
218361,37.9,10.84,5.55,0.64,294.53,36.0,home,3670,1
218505,31.93,24.28,5.24,0.57,262.69,25.0,home,3670,1
218649,36.71,17.73,7.05,0.76,278.71,24.0,home,3670,1
218793,61.15,26.01,2.72,0.31,104.47,91.0,home,3670,1
218937,63.48,27.66,2.91,0.31,84.3,99.0,home,3670,1
219081,44.1,39.87,1.33,0.09,226.22,33.0,home,3670,1
219225,31.72,36.34,2.03,0.31,261.8,26.0,home,3670,1
222839,27.32,28.05,1.31,0.17,348.6,76.0,away,3740,1
222921,29.98,26.37,1.24,0.12,44.8,77.0,away,3740,1
223003,21.35,11.54,6.83,0.72,203.91,17.0,away,3740,1
223085,18.49,27.43,2.71,0.22,310.36,12.0,away,3740,1
223167,28.33,31.58,1.3,0.14,86.15,68.0,away,3740,1
223249,30.09,31.42,1.79,0.22,119.19,79.0,away,3740,1
223331,22.88,43.01,6.17,0.68,335.4,30.0,away,3740,1
223413,26.93,27.08,0.18,0.04,76.57,66.0,away,3740,1
223495,30.32,29.32,0.62,0.02,123.58,16.0,away,3740,1
223577,17.5,36.75,2.01,0.2,286.01,89.0,away,3740,1
223659,17.51,20.68,2.03,0.14,280.47,18.0,away,3740,1
223741,29.68,25.63,1.35,0.19,25.64,58.0,home,3740,1
223823,20.24,33.49,1.71,0.29,310.72,53.0,home,3740,1
223905,18.52,42.62,4.5,0.5,353.28,54.0,home,3740,1
223987,30.35,32.15,2.87,0.26,131.75,59.0,home,3740,1
224069,13.43,22.36,2.74,0.25,324.32,36.0,home,3740,1
224151,10.04,33.3,1.06,0.24,315.97,25.0,home,3740,1
224233,20.1,11.94,5.89,0.65,190.79,24.0,home,3740,1
224315,26.01,28.04,1.89,0.18,358.81,91.0,home,3740,1
224397,27.81,32.28,0.91,0.11,74.68,99.0,home,3740,1
224479,18.61,38.1,2.75,0.38,252.47,33.0,home,3740,1
224561,16.52,20.72,1.36,0.09,309.8,26.0,home,3740,1
228619,51.19,44.03,1.46,0.16,62.28,98.0,away,3837,2
228687,53.66,23.2,0.8,0.09,284.2,26.0,away,3837,2
228755,65.01,12.16,5.16,0.58,69.51,22.0,away,3837,2
228823,40.7,31.45,0.56,0.04,140.03,90.0,away,3837,2
228891,37.81,35.52,1.65,0.2,319.25,95.0,away,3837,2
228959,51.21,31.84,1.12,0.11,161.86,52.0,away,3837,2
229027,52.17,10.3,3.16,0.42,179.33,23.0,away,3837,2
229095,38.18,27.51,0.66,0.08,319.05,99.0,away,3837,2
229163,68.09,30.64,5.36,0.62,43.29,31.0,away,3837,2
229231,61.66,44.21,5.3,0.57,110.25,32.0,away,3837,2
229299,38.65,27.72,3.36,0.42,351.84,96.0,away,3837,2
229367,63.35,15.03,7.82,0.81,82.68,15.0,home,3837,2
229435,37.62,30.14,0.91,0.09,0.49,2.0,home,3837,2
229503,37.65,27.6,1.54,0.17,245.68,63.0,home,3837,2
229571,39.97,31.13,0.19,0.04,48.02,67.0,home,3837,2
229639,37.88,34.67,1.87,0.23,311.51,74.0,home,3837,2
229707,50.76,47.46,0.68,0.03,147.89,82.0,home,3837,2
229775,50.2,7.28,0.43,0.04,74.85,11.0,home,3837,2
229843,49.09,26.23,0.9,0.07,98.8,28.0,home,3837,2
229911,38.64,34.89,1.52,0.21,315.71,75.0,home,3837,2
229979,37.8,26.33,0.97,0.14,52.72,77.0,home,3837,2
230047,59.63,43.42,7.27,0.77,86.24,31.0,home,3837,2
230181,49.19,41.01,3.35,0.34,5.67,98.0,away,3859,2
230253,41.3,30.47,0.52,0.02,43.76,26.0,away,3859,2
230325,60.15,11.07,2.9,0.33,70.45,22.0,away,3859,2
230397,41.54,34.09,3.68,0.41,353.51,90.0,away,3859,2
230469,38.68,34.41,2.86,0.37,296.63,95.0,away,3859,2
230541,52.84,25.96,3.54,0.44,2.69,52.0,away,3859,2
230613,50.43,18.72,1.59,0.19,347.48,23.0,away,3859,2
230685,35.98,29.35,1.86,0.2,295.59,99.0,away,3859,2
230757,64.96,27.69,3.09,0.3,30.5,31.0,away,3859,2
230829,57.88,45.94,3.49,0.39,357.09,32.0,away,3859,2
230901,39.77,24.55,2.59,0.33,72.0,96.0,away,3859,2
230973,36.96,33.35,3.48,0.37,335.9,2.0,home,3859,2
231045,36.06,29.86,2.35,0.23,298.43,63.0,home,3859,2
231117,40.5,30.35,0.26,0.02,319.15,67.0,home,3859,2
231189,56.05,25.17,5.66,0.58,21.04,19.0,home,3859,2
231261,39.03,33.32,1.65,0.17,294.04,74.0,home,3859,2
231333,50.65,7.01,0.97,0.08,29.86,11.0,home,3859,2
231405,48.0,42.19,3.12,0.37,12.12,28.0,home,3859,2
231477,40.68,32.38,2.57,0.29,346.75,75.0,home,3859,2
231549,38.63,25.25,1.22,0.17,103.19,77.0,home,3859,2
231621,49.4,21.62,2.58,0.35,1.35,81.0,home,3859,2
231693,56.31,46.03,5.25,0.58,15.44,85.0,home,3859,2
231841,40.27,26.18,1.57,0.22,65.95,98.0,away,3881,2
231910,53.27,39.75,4.59,0.49,89.1,94.0,away,3881,2
231979,33.56,24.77,2.88,0.36,327.37,26.0,away,3881,2
232048,57.88,38.62,3.72,0.39,144.74,22.0,away,3881,2
232117,42.22,34.46,1.0,0.15,348.09,90.0,away,3881,2
232186,38.88,27.91,2.24,0.21,212.07,52.0,away,3881,2
232255,56.87,15.16,3.23,0.3,162.09,23.0,away,3881,2
232324,69.65,22.67,6.35,0.63,107.61,38.0,away,3881,2
232393,36.11,29.5,2.91,0.33,282.24,99.0,away,3881,2
232462,53.11,19.32,3.08,0.35,177.55,31.0,away,3881,2
232531,66.43,10.46,7.58,0.81,94.46,32.0,away,3881,2
232600,59.13,16.5,7.49,0.78,140.75,15.0,home,3881,2
232669,34.98,30.46,1.76,0.18,331.77,2.0,home,3881,2
232738,38.72,26.59,1.13,0.21,74.1,63.0,home,3881,2
232807,37.09,29.6,1.68,0.17,283.14,67.0,home,3881,2
232876,42.26,33.56,0.87,0.09,345.5,74.0,home,3881,2
232945,66.91,12.55,9.64,1.0,96.09,11.0,home,3881,2
233014,40.16,30.83,0.4,0.1,349.26,28.0,home,3881,2
233083,38.7,29.07,1.28,0.13,220.57,75.0,home,3881,2
233152,34.55,23.97,2.66,0.34,289.15,77.0,home,3881,2
233221,49.28,18.4,2.87,0.35,181.65,81.0,home,3881,2
233290,41.38,34.04,0.92,0.1,295.68,85.0,home,3881,2
238435,102.78,24.55,2.15,0.3,112.86,76.0,away,3964,2
238506,102.69,23.46,3.6,0.36,106.71,77.0,away,3964,2
238577,86.28,47.36,6.21,0.73,293.18,17.0,away,3964,2
238648,101.5,29.68,2.27,0.31,87.61,68.0,away,3964,2
238719,102.4,32.85,3.92,0.42,69.68,79.0,away,3964,2
238790,101.58,26.01,1.37,0.12,100.45,30.0,away,3964,2
238861,99.1,29.84,0.51,0.05,32.99,66.0,away,3964,2
238932,106.34,30.99,4.82,0.45,49.08,16.0,away,3964,2
239003,84.71,31.76,6.57,0.68,274.56,81.0,away,3964,2
239074,85.7,18.98,5.55,0.59,298.79,18.0,away,3964,2
239145,82.5,9.45,4.83,0.61,258.93,83.0,away,3964,2
239216,87.44,34.39,4.16,0.43,309.12,58.0,home,3964,2
239287,102.65,25.49,2.1,0.32,101.74,53.0,home,3964,2
239358,98.95,32.15,3.45,0.32,8.88,54.0,home,3964,2
239429,89.03,21.87,4.08,0.44,307.26,59.0,home,3964,2
239500,80.7,10.09,5.82,0.62,273.21,36.0,home,3964,2
239571,75.25,36.3,4.77,0.51,320.1,25.0,home,3964,2
239642,80.67,19.54,2.83,0.32,334.72,24.0,home,3964,2
239713,102.52,34.32,4.66,0.56,73.98,91.0,home,3964,2
239784,103.32,22.7,4.09,0.43,93.43,99.0,home,3964,2
239855,86.17,46.45,5.54,0.59,294.34,33.0,home,3964,2
239926,104.85,30.82,6.8,0.76,67.75,26.0,home,3964,2
242721,49.68,33.19,2.55,0.23,71.8,98.0,away,4011,1
242824,51.33,16.05,3.1,0.33,148.76,26.0,away,4011,1
242927,67.43,44.5,7.63,0.78,79.09,22.0,away,4011,1
243030,49.14,27.44,1.85,0.23,348.91,52.0,away,4011,1
243133,57.93,6.97,4.28,0.56,174.94,23.0,away,4011,1
243236,72.56,15.94,6.2,0.63,73.58,38.0,away,4011,1
243339,42.23,26.92,1.62,0.2,324.87,99.0,away,4011,1
243442,63.32,34.99,5.46,0.52,73.96,31.0,away,4011,1
243545,39.76,25.53,3.34,0.39,312.04,96.0,away,4011,1
243648,44.27,28.13,0.16,0.02,334.73,97.0,away,4011,1
243751,43.5,27.44,0.43,0.09,304.15,92.0,away,4011,1
243854,66.83,45.41,9.39,0.96,77.05,15.0,home,4011,1
243957,38.99,27.42,1.45,0.13,12.47,2.0,home,4011,1
244060,41.74,26.51,1.56,0.18,322.99,63.0,home,4011,1
244163,43.63,25.96,0.5,0.06,313.07,67.0,home,4011,1
244266,43.38,27.91,0.4,0.05,345.89,74.0,home,4011,1
244369,48.63,16.76,4.4,0.49,173.27,82.0,home,4011,1
244472,43.79,28.84,0.18,0.07,109.36,88.0,home,4011,1
244575,56.25,4.35,3.7,0.45,185.36,11.0,home,4011,1
244678,39.85,25.65,1.88,0.25,274.34,28.0,home,4011,1
244781,42.62,27.2,0.75,0.08,324.25,75.0,home,4011,1
244884,46.24,19.33,0.53,0.15,246.14,77.0,home,4011,1
247545,101.94,25.02,3.71,0.42,250.08,98.0,away,4082,4
247606,106.45,27.24,2.87,0.4,234.67,26.0,away,4082,4
247667,115.32,34.19,4.12,0.49,141.78,22.0,away,4082,4
247728,101.53,29.42,3.83,0.42,225.73,90.0,away,4082,4
247789,105.74,30.1,0.76,0.13,224.01,52.0,away,4082,4
247850,114.88,18.98,5.01,0.49,137.93,23.0,away,4082,4
247911,110.67,26.52,3.19,0.31,164.32,38.0,away,4082,4
247972,103.72,28.81,1.26,0.11,199.95,99.0,away,4082,4
248033,116.18,31.69,4.59,0.53,130.93,31.0,away,4082,4
248094,110.68,12.6,0.7,0.1,264.65,32.0,away,4082,4
248155,101.74,38.88,0.31,0.07,55.63,96.0,away,4082,4
248216,116.63,31.91,6.02,0.66,136.03,15.0,home,4082,4
248277,99.77,29.46,1.55,0.11,256.87,2.0,home,4082,4
248338,102.93,29.25,0.81,0.08,207.83,63.0,home,4082,4
248399,102.32,30.73,1.07,0.15,200.33,67.0,home,4082,4
248460,101.3,37.24,1.29,0.14,288.66,74.0,home,4082,4
248521,115.42,18.88,5.82,0.67,143.39,11.0,home,4082,4
248582,102.64,28.7,0.93,0.08,210.4,28.0,home,4082,4
248643,102.5,36.52,1.17,0.23,312.82,75.0,home,4082,4
248704,104.27,30.66,1.28,0.16,323.36,77.0,home,4082,4
248765,109.52,14.0,2.27,0.28,37.88,81.0,home,4082,4
248826,101.71,25.62,3.29,0.37,245.04,85.0,home,4082,4
252948,72.76,19.92,2.86,0.38,318.29,98.0,away,4153,1
253024,71.01,26.64,5.74,0.63,211.03,94.0,away,4153,1
253100,86.09,13.69,4.51,0.45,174.1,26.0,away,4153,1
253176,92.64,11.93,7.16,0.75,79.31,22.0,away,4153,1
253252,76.13,24.15,1.9,0.21,211.08,90.0,away,4153,1
253328,84.15,21.27,4.48,0.48,174.9,52.0,away,4153,1
253404,88.38,38.83,3.23,0.36,78.23,23.0,away,4153,1
253480,89.77,24.01,5.32,0.54,156.31,38.0,away,4153,1
253556,76.6,24.35,1.49,0.2,222.25,99.0,away,4153,1
253632,101.31,20.47,4.84,0.49,145.59,31.0,away,4153,1
253708,89.48,35.92,6.24,0.67,200.94,32.0,away,4153,1
253784,92.79,13.03,7.94,0.84,85.89,15.0,home,4153,1
253860,73.12,23.17,0.14,0.04,121.05,2.0,home,4153,1
253936,76.09,23.5,1.53,0.19,254.27,63.0,home,4153,1
254012,77.21,24.86,1.38,0.22,297.02,67.0,home,4153,1
254088,71.61,26.61,4.1,0.41,229.13,74.0,home,4153,1
254164,82.21,35.31,5.58,0.61,162.14,11.0,home,4153,1
254240,84.3,12.74,5.14,0.54,159.41,28.0,home,4153,1
254316,75.76,25.13,1.58,0.2,216.01,75.0,home,4153,1
254392,73.07,19.3,2.07,0.24,291.16,77.0,home,4153,1
254468,88.05,39.5,3.05,0.32,71.73,81.0,home,4153,1
254544,89.6,23.34,6.51,0.65,144.41,85.0,home,4153,1
256439,83.52,19.53,2.05,0.23,17.4,98.0,away,4202,1
256503,79.04,26.49,3.99,0.5,241.4,94.0,away,4202,1
256567,93.57,35.64,3.72,0.38,10.62,26.0,away,4202,1
256631,94.35,30.7,5.18,0.56,147.82,22.0,away,4202,1
256695,85.31,18.81,3.49,0.39,199.73,52.0,away,4202,1
256759,92.82,7.15,5.32,0.56,114.32,23.0,away,4202,1
256823,90.55,15.85,3.11,0.34,83.55,38.0,away,4202,1
256887,81.67,19.57,1.64,0.21,239.48,99.0,away,4202,1
256951,98.75,26.13,3.3,0.29,199.32,31.0,away,4202,1
257015,97.38,41.53,2.97,0.38,84.44,32.0,away,4202,1
257079,83.5,24.92,1.6,0.2,293.99,92.0,away,4202,1
257143,93.7,28.48,6.06,0.64,154.67,15.0,home,4202,1
257207,79.91,24.09,0.68,0.04,267.64,2.0,home,4202,1
257271,81.65,20.41,1.79,0.19,257.48,63.0,home,4202,1
257335,83.14,22.29,0.79,0.1,239.18,67.0,home,4202,1
257399,79.55,26.31,4.07,0.47,241.97,74.0,home,4202,1
257463,95.68,40.59,5.33,0.56,94.71,11.0,home,4202,1
257527,83.12,24.45,1.34,0.12,287.55,75.0,home,4202,1
257591,81.42,18.86,2.12,0.23,244.75,77.0,home,4202,1
257655,92.68,6.08,5.83,0.64,112.47,81.0,home,4202,1
257719,91.46,36.61,4.49,0.45,36.5,85.0,home,4202,1
257783,81.07,14.52,5.04,0.56,169.64,22.0,home,4202,1
257908,91.25,20.07,2.52,0.26,48.93,98.0,away,4230,0
257969,85.39,27.84,2.15,0.26,257.14,94.0,away,4230,0
258030,103.29,14.55,3.81,0.39,127.51,26.0,away,4230,0
258091,109.39,10.61,4.28,0.44,152.4,22.0,away,4230,0
258152,87.25,21.7,1.58,0.14,229.99,52.0,away,4230,0
258213,104.17,31.24,5.11,0.6,108.61,23.0,away,4230,0
258274,99.44,29.98,3.98,0.38,12.02,38.0,away,4230,0
258335,93.18,23.52,2.8,0.23,9.11,99.0,away,4230,0
258396,108.01,22.38,2.96,0.31,42.45,31.0,away,4230,0
258457,108.62,40.29,5.1,0.53,14.42,32.0,away,4230,0
258518,89.75,22.96,1.18,0.14,260.57,92.0,away,4230,0
258579,87.04,25.26,1.63,0.17,323.99,2.0,home,4230,0
258640,91.64,21.48,0.26,0.03,122.07,63.0,home,4230,0
258701,91.9,23.11,1.63,0.2,353.31,67.0,home,4230,0
258762,107.45,9.57,6.31,0.71,142.27,19.0,home,4230,0
258823,85.54,26.89,4.36,0.48,244.12,74.0,home,4230,0
258884,106.37,41.04,7.01,0.76,30.54,11.0,home,4230,0
258945,91.05,22.73,0.62,0.03,185.49,28.0,home,4230,0
259006,89.66,22.58,1.3,0.16,247.02,75.0,home,4230,0
259067,89.57,20.77,0.92,0.14,10.36,77.0,home,4230,0
259128,104.46,30.31,5.99,0.65,99.63,81.0,home,4230,0
259189,103.39,13.9,4.83,0.5,108.91,85.0,home,4230,0
261733,114.08,1.51,2.42,0.24,135.25,98.0,away,4330,2
261816,111.74,23.45,3.55,0.38,161.28,26.0,away,4330,2
261899,114.48,31.19,1.19,0.13,43.5,22.0,away,4330,2
261982,105.35,7.2,6.52,0.7,159.92,90.0,away,4330,2
262065,106.99,23.36,4.14,0.43,164.41,95.0,away,4330,2
262148,109.08,36.64,0.43,0.0,239.27,52.0,away,4330,2
262231,111.08,45.86,0.57,0.09,7.45,23.0,away,4330,2
262314,110.95,14.46,3.98,0.45,185.79,38.0,away,4330,2
262397,107.93,5.59,7.09,0.8,187.08,99.0,away,4330,2
262480,116.77,9.75,6.24,0.68,169.59,31.0,away,4330,2
262563,105.17,15.13,6.34,0.65,175.79,96.0,away,4330,2
262646,115.07,32.07,1.66,0.17,66.2,15.0,home,4330,2
262729,104.44,3.42,6.35,0.65,154.59,2.0,home,4330,2
262812,107.42,25.47,1.17,0.13,184.96,63.0,home,4330,2
262895,106.33,26.28,2.24,0.23,131.08,67.0,home,4330,2
262978,105.47,30.28,1.15,0.13,156.72,74.0,home,4330,2
263061,110.48,15.68,2.42,0.26,187.22,82.0,home,4330,2
263144,116.44,9.73,5.81,0.69,168.01,88.0,home,4330,2
263227,109.39,45.11,0.6,0.06,115.05,11.0,home,4330,2
263310,113.43,1.56,1.67,0.21,144.97,28.0,home,4330,2
263393,108.75,37.34,0.16,0.06,353.09,75.0,home,4330,2
263476,106.99,13.08,3.2,0.32,188.9,77.0,home,4330,2
266425,101.35,21.19,2.6,0.32,294.42,98.0,away,4432,3
266523,108.26,21.35,0.8,0.06,348.12,26.0,away,4432,3
266621,114.41,28.2,2.96,0.29,126.14,22.0,away,4432,3
266719,104.86,25.71,2.86,0.28,339.61,90.0,away,4432,3
266817,109.38,17.66,1.62,0.19,163.99,52.0,away,4432,3
266915,111.43,24.18,5.06,0.52,169.6,23.0,away,4432,3
267013,110.86,24.79,4.17,0.51,163.12,38.0,away,4432,3
267111,104.19,24.42,1.13,0.19,231.44,99.0,away,4432,3
267209,112.12,16.23,1.4,0.16,120.64,31.0,away,4432,3
267307,111.9,37.82,1.6,0.19,306.02,32.0,away,4432,3
267405,101.61,28.64,2.11,0.25,249.59,96.0,away,4432,3
267503,114.0,27.86,4.65,0.5,126.77,15.0,home,4432,3
267601,100.11,24.72,1.05,0.12,316.55,2.0,home,4432,3
267699,103.99,23.81,1.61,0.2,270.46,63.0,home,4432,3
267797,103.36,24.9,0.65,0.15,249.88,67.0,home,4432,3
267895,101.5,27.94,1.78,0.2,248.98,74.0,home,4432,3
267993,107.16,20.98,0.46,0.02,330.45,88.0,home,4432,3
268091,110.41,23.57,6.7,0.68,158.47,11.0,home,4432,3
268189,101.09,20.61,1.82,0.24,247.39,28.0,home,4432,3
268287,103.38,25.67,0.69,0.11,274.82,75.0,home,4432,3
268385,105.34,23.06,0.8,0.11,308.63,77.0,home,4432,3
268483,110.59,38.84,0.6,0.02,8.76,81.0,home,4432,3
270193,52.36,17.16,3.23,0.39,254.85,98.0,away,4476,2
270244,51.75,28.37,2.29,0.29,266.89,94.0,away,4476,2
270295,64.27,15.88,3.85,0.44,160.01,26.0,away,4476,2
270346,70.72,8.87,5.3,0.47,99.81,22.0,away,4476,2
270397,64.6,27.24,3.14,0.41,120.81,52.0,away,4476,2
270448,66.26,38.77,4.66,0.54,60.13,23.0,away,4476,2
270499,52.25,24.35,4.62,0.58,270.28,99.0,away,4476,2
270550,77.87,24.49,1.27,0.14,24.93,31.0,away,4476,2
270601,70.14,37.9,4.66,0.58,201.08,32.0,away,4476,2
270652,54.81,19.62,1.09,0.14,275.25,97.0,away,4476,2
270703,56.66,22.43,1.45,0.14,343.32,92.0,away,4476,2
270754,69.26,6.67,7.56,0.77,104.6,15.0,home,4476,2
270805,50.65,24.2,3.52,0.34,276.26,2.0,home,4476,2
270856,54.3,20.52,1.65,0.21,269.32,63.0,home,4476,2
270907,55.91,22.69,1.05,0.13,309.45,67.0,home,4476,2
270958,51.82,27.58,2.16,0.28,270.23,74.0,home,4476,2
271009,60.23,37.05,4.21,0.51,165.06,11.0,home,4476,2
271060,60.26,14.41,5.51,0.61,131.55,28.0,home,4476,2
271111,54.25,24.2,3.34,0.39,250.62,75.0,home,4476,2
271162,52.59,18.76,2.45,0.4,261.77,77.0,home,4476,2
271213,65.85,39.54,4.76,0.54,61.22,81.0,home,4476,2
271264,65.11,26.37,4.76,0.56,123.77,85.0,home,4476,2
271366,54.02,19.55,3.51,0.42,258.43,98.0,away,4502,1
271448,50.73,27.25,5.8,0.61,232.42,94.0,away,4502,1
271530,61.93,16.76,3.11,0.38,237.7,26.0,away,4502,1
271612,73.48,7.48,3.69,0.44,112.57,22.0,away,4502,1
271694,68.46,32.95,6.05,0.64,70.97,52.0,away,4502,1
271776,64.8,37.74,4.53,0.48,67.73,23.0,away,4502,1
271858,53.83,22.99,4.82,0.54,232.98,99.0,away,4502,1
271940,81.92,21.21,4.84,0.54,134.66,31.0,away,4502,1
272022,73.59,44.67,4.92,0.47,65.73,32.0,away,4502,1
272104,58.58,24.29,2.35,0.23,299.09,97.0,away,4502,1
272186,52.9,24.02,3.63,0.49,227.75,92.0,away,4502,1
272268,50.98,22.95,2.62,0.29,260.13,2.0,home,4502,1
272350,57.93,23.18,2.13,0.19,194.55,63.0,home,4502,1
272432,56.71,24.46,0.92,0.08,170.96,67.0,home,4502,1
272514,70.04,45.17,7.51,0.77,75.96,19.0,home,4502,1
272596,51.49,27.06,4.25,0.48,246.97,74.0,home,4502,1
272678,68.68,6.69,6.06,0.68,104.39,11.0,home,4502,1
272760,54.86,15.85,0.87,0.17,167.52,28.0,home,4502,1
272842,57.5,23.91,3.32,0.37,205.65,75.0,home,4502,1
272924,58.78,23.56,1.36,0.14,342.6,77.0,home,4502,1
273006,64.29,38.81,5.02,0.54,69.74,81.0,home,4502,1
273088,68.27,33.75,7.29,0.76,74.48,85.0,home,4502,1
273257,41.55,16.78,0.45,0.09,81.36,98.0,away,4577,2
273324,38.1,25.37,3.47,0.4,265.41,94.0,away,4577,2
273391,62.0,30.32,2.36,0.18,52.15,26.0,away,4577,2
273458,66.42,42.85,3.46,0.33,135.35,22.0,away,4577,2
273525,44.86,23.83,1.36,0.2,242.94,90.0,away,4577,2
273592,61.27,21.49,1.99,0.22,62.28,52.0,away,4577,2
273659,62.97,43.85,4.26,0.48,62.5,23.0,away,4577,2
273726,74.29,17.06,3.77,0.43,61.24,38.0,away,4577,2
273793,44.49,22.16,0.99,0.07,13.6,99.0,away,4577,2
273860,71.69,34.2,3.88,0.45,94.27,31.0,away,4577,2
273927,62.49,8.59,3.7,0.45,101.09,32.0,away,4577,2
273994,62.34,38.14,5.66,0.64,101.55,15.0,home,4577,2
274061,42.41,24.35,0.76,0.11,27.72,2.0,home,4577,2
274128,43.58,21.9,0.34,0.05,313.87,63.0,home,4577,2
274195,44.06,22.45,0.53,0.07,276.37,67.0,home,4577,2
274262,39.08,24.99,3.34,0.38,251.05,74.0,home,4577,2
274329,65.31,9.21,7.94,0.82,98.15,11.0,home,4577,2
274396,52.31,21.95,4.35,0.49,136.38,28.0,home,4577,2
274463,44.49,24.55,1.57,0.16,242.58,75.0,home,4577,2
274530,40.96,18.44,0.34,0.03,222.12,77.0,home,4577,2
274597,64.53,30.88,7.35,0.8,112.49,81.0,home,4577,2
274664,53.89,33.26,3.33,0.34,143.73,85.0,home,4577,2
